ID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,weight,height,bats,throws,salary
2014colonba01,1,NYN,NL,15,13,31,31,0,0,0,607,218,92,22,30,151,0.273,4.09,3.0,2,5.0,0,846.0,0,97,8.0,4.0,14.0,285.0,71.0,R,R,9000000.0
2014cookry01,1,OAK,AL,1,3,54,0,0,0,1,150,32,19,3,22,50,0.184,3.42,1.0,3,2.0,0,202.0,15,19,2.0,2.0,4.0,227.0,73.0,R,R,505000.0
2014correke01,1,MIN,AL,5,13,23,23,0,0,0,388,157,71,13,32,61,0.297,4.94,1.0,3,5.0,1,572.0,0,76,1.0,5.0,9.0,200.0,75.0,R,R,5500000.0
2014correke01,2,LAN,NL,2,4,9,3,0,0,0,74,34,22,7,8,18,0.324,8.03,1.0,4,0.0,0,115.0,3,28,1.0,1.0,1.0,200.0,75.0,R,R,5500000.0
2014cosarja01,1,HOU,AL,9,7,20,20,0,0,0,349,119,57,7,51,75,0.267,4.41,1.0,7,3.0,0,507.0,0,61,2.0,6.0,15.0,206.0,75.0,R,R,500000.0
2014cosarja01,2,MIA,NL,4,4,10,10,0,0,0,192,54,17,2,22,40,0.231,2.39,0.0,0,0.0,0,259.0,0,19,1.0,2.0,9.0,206.0,75.0,R,R,500000.0
2014cottsne01,1,TEX,AL,2,9,73,0,0,0,2,200,66,32,6,23,63,0.257,4.32,3.0,4,3.0,2,286.0,18,33,2.0,1.0,5.0,200.0,74.0,L,L,2200000.0
2014crowaa01,1,KCA,AL,6,1,67,0,0,0,3,177,52,27,10,24,34,0.24,4.12,1.0,2,0.0,0,244.0,20,32,2.0,1.0,7.0,195.0,75.0,R,R,1475000.0
2014cuetojo01,1,CIN,NL,20,9,34,34,4,2,0,731,169,61,22,65,242,0.194,2.25,2.0,1,15.0,1,961.0,0,69,7.0,1.0,13.0,229.0,71.0,R,R,10000000.0
2014cumptbr01,1,PIT,NL,3,4,16,10,0,0,0,210,82,38,2,18,46,0.295,4.89,2.0,2,6.0,0,309.0,4,41,3.0,4.0,8.0,215.0,74.0,R,R,507000.0
2014danksjo01,1,CHA,AL,11,11,32,32,0,0,0,581,205,102,25,74,129,0.269,4.74,1.0,7,9.0,0,855.0,0,106,4.0,7.0,12.0,210.0,73.0,L,L,14250000.0
2014darviyu01,1,TEX,AL,10,7,22,22,2,1,0,433,133,49,13,49,182,0.241,3.06,1.0,14,2.0,1,605.0,0,54,1.0,2.0,7.0,220.0,77.0,R,R,10000000.0
2014daviswa01,1,KCA,AL,9,2,71,0,0,0,3,216,38,8,0,23,109,0.151,1.0,0.0,1,3.0,0,279.0,11,8,0.0,1.0,3.0,225.0,77.0,R,R,4800000.0
2014dedunsa01,1,MIN,AL,2,5,30,8,0,0,0,276,92,47,9,41,74,0.261,4.6,1.0,8,10.0,3,408.0,8,49,1.0,4.0,11.0,210.0,75.0,R,R,520000.0
2014dedunsa01,2,HOU,AL,0,1,5,1,0,0,0,26,5,3,0,5,9,0.172,3.12,1.0,0,0.0,1,35.0,2,4,0.0,1.0,0.0,210.0,75.0,R,R,520000.0
2014defraju01,1,PHI,NL,3,1,54,0,0,0,0,158,45,14,4,12,49,0.223,2.39,4.0,2,3.0,0,219.0,17,19,1.0,1.0,4.0,225.0,76.0,B,R,513000.0
2014delabst01,1,TOR,AL,3,0,30,0,0,0,0,77,19,14,3,19,21,0.211,4.91,0.0,2,3.0,0,114.0,0,14,1.0,1.0,2.0,215.0,77.0,R,R,515900.0
2014delarda01,1,LAA,AL,0,0,3,0,0,0,0,7,3,3,0,3,0,0.375,11.57,1.0,1,0.0,0,13.0,2,3,1.0,1.0,0.0,245.0,79.0,R,R,515000.0
2014delarjo01,1,COL,NL,14,11,32,32,0,0,0,553,161,84,21,67,139,0.238,4.1,2.0,9,9.0,0,768.0,0,90,9.0,5.0,21.0,215.0,73.0,L,L,11000000.0
2014delgara01,1,ARI,NL,4,4,47,4,0,0,0,233,71,42,6,35,86,0.239,4.87,2.0,5,3.0,0,339.0,6,44,2.0,2.0,2.0,220.0,76.0,R,R,510000.0
2014descada01,1,SLN,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1,0,0.0,0.0,0.0,190.0,70.0,L,R,1290000.0
2014detwiro01,1,WAS,NL,2,3,47,0,0,0,1,189,68,28,5,21,39,0.282,4.0,4.0,3,5.0,0,274.0,15,34,4.0,3.0,8.0,210.0,77.0,R,L,3000000.0
2014dickera01,1,TOR,AL,14,13,34,34,1,0,0,647,191,89,26,74,173,0.233,3.71,2.0,5,14.0,0,914.0,0,101,2.0,4.0,16.0,215.0,75.0,R,R,12000000.0
2014diekmja01,1,PHI,NL,5,5,73,0,0,0,0,213,66,30,4,35,100,0.248,3.8,5.0,7,3.0,0,313.0,19,36,2.0,7.0,4.0,195.0,76.0,R,L,515500.0
2014dominjo01,1,LAN,NL,0,0,5,0,0,0,0,19,7,8,2,3,8,0.269,11.37,0.0,0,1.0,0,30.0,2,8,0.0,0.0,0.0,200.0,72.0,R,R,501000.0
2014doolise01,1,OAK,AL,2,4,61,0,0,0,22,188,38,19,5,8,89,0.169,2.73,1.0,0,0.0,0,236.0,40,19,2.0,1.0,0.0,204.0,74.0,L,L,630000.0
2014downssc01,1,CHA,AL,0,2,38,0,0,0,1,71,24,16,1,15,22,0.258,6.08,2.0,0,0.0,0,108.0,7,17,0.0,0.0,0.0,215.0,74.0,L,L,3750000.0
2014downssc01,2,KCA,AL,0,2,17,0,0,0,0,43,12,5,1,5,3,0.231,3.14,0.0,1,0.0,0,57.0,2,7,0.0,0.0,2.0,215.0,74.0,L,L,3750000.0
2014duensbr01,1,MIN,AL,3,3,62,0,0,0,0,163,52,20,6,20,33,0.254,3.31,2.0,2,1.0,0,229.0,10,20,1.0,2.0,5.0,200.0,72.0,L,L,2000000.0
2014dukeza01,1,MIL,NL,5,1,74,0,0,0,0,176,49,16,3,17,74,0.223,2.45,1.0,3,0.0,0,238.0,13,19,0.0,0.0,7.0,210.0,74.0,L,L,850000.0
2014dunnad01,1,CHA,AL,0,0,1,0,0,0,0,3,2,1,0,1,0,0.4,9.0,0.0,0,0.0,0,6.0,1,1,0.0,0.0,0.0,285.0,78.0,L,R,15000000.0
2014dunnmi01,1,MIA,NL,10,6,75,0,0,0,1,171,47,20,4,22,67,0.22,3.16,1.0,2,4.0,0,245.0,15,25,4.0,1.0,1.0,212.0,72.0,L,L,1400000.0
2014elbersc01,1,LAN,NL,1,0,7,0,0,0,0,13,4,1,0,1,2,0.235,2.08,0.0,0,0.0,0,18.0,0,1,0.0,0.0,0.0,225.0,74.0,L,L,575000.0
2014eovalna01,1,MIA,NL,6,14,33,33,0,0,0,599,223,97,14,43,142,0.282,4.37,5.0,6,7.0,0,854.0,0,107,9.0,5.0,17.0,217.0,74.0,R,R,517000.0
2014erlinro01,1,SDN,NL,4,5,13,11,0,0,0,184,71,34,6,15,46,0.293,4.99,1.0,4,1.0,0,264.0,1,34,2.0,4.0,7.0,200.0,71.0,R,L,504500.0
2014estrama01,1,MIL,NL,7,6,39,18,0,0,0,452,137,73,29,44,127,0.241,4.36,0.0,2,3.0,1,624.0,3,77,4.0,4.0,4.0,180.0,72.0,R,R,3325000.0
2014familje01,1,NYN,NL,2,5,76,0,0,0,5,232,59,19,3,32,73,0.209,2.21,5.0,9,2.0,0,322.0,16,26,4.0,2.0,7.0,240.0,75.0,R,R,502550.0
2014farquda01,1,SEA,AL,3,1,66,0,0,0,1,213,58,21,5,22,81,0.221,2.66,1.0,6,4.0,2,290.0,22,23,1.0,1.0,4.0,185.0,69.0,R,R,510800.0
2014feldmsc01,1,HOU,AL,8,12,29,29,2,1,0,541,185,75,16,50,107,0.266,3.74,5.0,6,11.0,1,765.0,0,86,2.0,7.0,17.0,225.0,78.0,L,R,12000000.0
2014felizne01,1,TEX,AL,2,1,30,0,0,0,13,95,20,7,5,11,21,0.183,1.99,0.0,1,0.0,0,122.0,22,7,1.0,1.0,3.0,235.0,75.0,R,R,3000000.0
2014fernajo02,1,MIA,NL,4,2,8,8,0,0,0,155,36,14,4,13,70,0.188,2.44,1.0,2,0.0,1,205.0,0,19,0.0,0.0,2.0,240.0,75.0,R,R,635000.0
2014fieldjo03,1,HOU,AL,4,6,54,0,0,0,4,164,50,27,2,17,70,0.242,4.45,3.0,0,2.0,0,231.0,16,29,0.0,5.0,1.0,191.0,72.0,R,R,506500.0
2014fienca01,1,MIN,AL,5,6,73,0,0,0,1,190,64,28,7,10,51,0.262,3.98,0.0,2,0.0,0,260.0,15,29,2.0,4.0,5.0,210.0,74.0,R,R,530000.0
2014fistedo01,1,WAS,NL,16,6,25,25,1,1,0,492,153,44,18,24,98,0.246,2.41,0.0,5,7.0,0,662.0,0,52,6.0,2.0,16.0,210.0,80.0,L,R,7200000.0
2014floydga01,1,ATL,NL,2,2,9,9,0,0,0,163,55,16,6,13,45,0.266,2.65,0.0,6,3.0,0,229.0,0,23,4.0,2.0,7.0,245.0,76.0,R,R,4000000.0
2014frasoja01,1,TEX,AL,1,1,38,0,0,0,0,89,27,11,2,14,30,0.243,3.34,1.0,2,1.0,0,129.0,6,14,0.0,3.0,2.0,180.0,69.0,R,R,1750000.0
2014frasoja01,2,KCA,AL,3,0,23,0,0,0,0,53,13,3,1,4,16,0.217,1.53,1.0,1,1.0,0,67.0,5,3,0.0,2.0,2.0,180.0,69.0,R,R,1750000.0
2014frierer01,1,LAA,AL,0,3,34,0,0,0,11,93,33,22,8,9,38,0.268,6.39,1.0,0,1.0,0,133.0,22,22,0.0,0.0,3.0,205.0,72.0,R,R,3800000.0
2014frierer01,2,PIT,NL,1,1,14,0,0,0,0,32,14,12,3,5,10,0.311,10.13,1.0,0,1.0,0,51.0,8,12,0.0,0.0,0.0,205.0,72.0,R,R,3800000.0
2014fujikky01,1,CHN,NL,0,0,15,0,0,0,0,39,18,7,2,6,17,0.327,4.85,2.0,2,2.0,0,64.0,6,8,0.0,1.0,4.0,190.0,72.0,L,R,4500000.0
2014furbuch01,1,SEA,AL,1,5,67,0,0,0,1,127,40,17,4,9,51,0.247,3.61,0.0,2,3.0,0,177.0,13,17,2.0,1.0,3.0,215.0,77.0,L,L,750000.0
2014gallayo01,1,MIL,NL,8,11,32,32,0,0,0,577,195,75,21,54,146,0.261,3.51,2.0,8,4.0,0,817.0,0,86,8.0,3.0,13.0,205.0,74.0,R,R,11250000.0
2014garcija01,1,SFN,NL,3,3,54,0,0,0,19,175,35,11,3,15,45,0.177,1.7,2.0,3,3.0,1,218.0,31,13,2.0,0.0,11.0,210.0,72.0,R,R,4500000.0
2014garcija02,1,SLN,NL,3,1,7,7,0,0,0,131,39,20,6,7,39,0.234,4.12,0.0,1,3.0,0,177.0,0,20,0.0,0.0,3.0,215.0,74.0,L,L,7750000.0
2014garcile02,1,CHA,AL,0,1,1,0,0,0,0,3,1,2,0,2,0,0.25,18.0,0.0,0,0.0,0,6.0,1,2,0.0,0.0,0.0,190.0,68.0,B,R,505500.0
2014garzama01,1,MIL,NL,8,8,27,27,1,1,0,490,143,66,12,50,126,0.233,3.64,2.0,3,4.0,1,680.0,0,77,9.0,4.0,10.0,220.0,76.0,R,R,12500000.0
2014gausmke01,1,BAL,AL,7,7,20,20,1,0,0,340,111,45,7,38,88,0.26,3.57,0.0,9,1.0,0,476.0,0,48,3.0,7.0,9.0,190.0,74.0,L,R,502500.0
2014geedi01,1,NYN,NL,7,8,22,22,0,0,0,412,128,61,18,43,94,0.25,4.0,0.0,3,5.0,1,570.0,0,61,7.0,3.0,12.0,205.0,73.0,R,R,3625000.0
2014germego01,1,NYN,NL,0,0,25,0,0,0,0,91,30,16,7,14,31,0.256,4.75,1.0,1,1.0,0,133.0,9,16,1.0,0.0,2.0,200.0,73.0,R,R,504875.0
2014gibsoky01,1,MIN,AL,13,12,31,31,0,0,0,538,178,89,12,57,107,0.258,4.47,0.0,11,2.0,0,757.0,0,91,4.0,3.0,22.0,215.0,78.0,R,R,502500.0
2014gimench01,1,TEX,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,0.0,230.0,74.0,R,R,510000.0
2014gomesbr01,1,TBA,AL,2,2,29,0,0,0,0,102,28,14,5,11,24,0.222,3.71,2.0,3,0.0,0,138.0,5,14,0.0,1.0,2.0,190.0,71.0,R,R,507800.0
2014gomezje01,1,PIT,NL,2,2,44,0,0,0,1,186,70,22,6,23,38,0.292,3.19,7.0,2,2.0,0,270.0,20,24,3.0,2.0,7.0,215.0,75.0,R,R,514500.0
2014gonzagi01,1,WAS,NL,10,10,27,27,0,0,0,476,134,63,10,56,162,0.23,3.57,0.0,2,3.0,0,653.0,0,66,7.0,4.0,9.0,205.0,72.0,R,L,8500000.0
2014gonzami03,1,BAL,AL,10,9,27,26,1,1,0,477,155,57,25,51,111,0.255,3.23,1.0,4,8.0,1,671.0,0,61,0.0,3.0,12.0,180.0,73.0,R,R,529000.0
2014gonzami05,1,PHI,NL,0,1,6,0,0,0,0,16,9,4,1,3,5,0.346,6.75,0.0,0,0.0,0,29.0,4,4,0.0,0.0,0.0,210.0,75.0,R,R,3666667.0
2014gorzeto01,1,MIL,NL,0,0,23,0,0,0,0,63,22,2,1,8,23,0.259,0.86,0.0,0,2.0,0,95.0,7,3,0.0,0.0,0.0,218.0,75.0,R,L,2950000.0
2014grayso01,1,OAK,AL,14,10,33,33,2,2,0,657,187,75,15,74,183,0.232,3.08,2.0,15,7.0,0,899.0,0,84,8.0,5.0,21.0,195.0,70.0,R,R,502500.0
2014gregelu01,1,OAK,AL,5,5,72,0,0,0,3,217,58,17,6,15,59,0.22,2.12,3.0,6,1.0,0,284.0,17,20,3.0,1.0,6.0,205.0,75.0,L,R,5065000.0
2014greinza01,1,LAN,NL,17,8,32,32,0,0,0,607,190,61,19,43,207,0.247,2.71,3.0,12,2.0,0,821.0,0,69,2.0,4.0,20.0,200.0,74.0,R,R,26000000.0
2014grillja01,1,PIT,NL,0,2,22,0,0,0,11,61,22,11,4,11,21,0.275,4.87,1.0,0,1.0,0,93.0,16,11,1.0,0.0,2.0,235.0,77.0,R,R,4250000.0
2014grillja01,2,LAA,AL,1,3,40,0,0,0,1,101,29,13,0,10,36,0.238,3.48,1.0,1,3.0,0,142.0,6,15,4.0,3.0,1.0,235.0,77.0,R,R,4250000.0
2014grimmju01,1,CHN,NL,5,2,73,0,0,0,0,207,59,29,4,27,70,0.23,3.78,2.0,8,4.0,0,292.0,19,32,1.0,3.0,6.0,210.0,75.0,R,R,505500.0
2014guthrje01,1,KCA,AL,13,11,32,32,1,0,0,608,215,93,23,49,124,0.272,4.13,0.0,3,14.0,0,864.0,0,100,2.0,10.0,21.0,205.0,73.0,R,R,8000000.0
2014gutieju01,1,SFN,NL,1,2,61,0,0,0,0,191,60,28,7,16,44,0.247,3.96,2.0,1,2.0,0,268.0,14,30,3.0,4.0,2.0,245.0,75.0,R,R,850000.0
2014haleda02,1,ATL,NL,4,5,45,6,0,0,0,262,89,32,5,39,44,0.264,3.3,8.0,5,3.0,0,383.0,13,38,1.0,3.0,13.0,210.0,74.0,R,R,502500.0
2014hamelco01,1,PHI,NL,9,9,30,30,0,0,0,614,176,56,14,59,198,0.235,2.46,3.0,6,8.0,1,829.0,0,60,7.0,7.0,18.0,205.0,76.0,L,L,22500000.0
