ID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,weight,height,bats,throws,salary
2010badenbu01,1,FLO,NL,2,5,53,0,0,0,1,203,62,30,5,21,47,0.246,3.99,5.0,1,2.0,0,281.0,16,33,5.0,1.0,7.0,205.0,77.0,R,R,407500.0
2010baezda01,1,PHI,NL,3,4,51,0,0,0,0,143,55,29,6,23,28,0.301,5.48,2.0,1,3.0,0,216.0,17,31,4.0,3.0,8.0,225.0,75.0,R,R,2500000.0
2010bailean01,1,OAK,AL,1,3,47,0,0,0,25,147,34,8,3,13,42,0.199,1.47,1.0,0,0.0,0,189.0,42,8,2.0,3.0,4.0,240.0,75.0,R,R,435000.0
2010baileho02,1,CIN,NL,4,3,19,19,1,1,0,327,109,54,11,40,100,0.26,4.46,6.0,3,3.0,1,465.0,0,55,2.0,1.0,7.0,223.0,76.0,R,R,418000.0
2010bakersc02,1,MIN,AL,12,9,29,29,0,0,0,511,186,85,23,43,148,0.277,4.49,0.0,7,6.0,0,725.0,0,87,1.0,4.0,11.0,215.0,76.0,R,R,3000000.0
2010balfogr01,1,TBA,AL,2,1,57,0,0,0,0,166,43,14,3,17,56,0.216,2.28,2.0,4,0.0,1,222.0,8,16,2.0,4.0,0.0,200.0,74.0,R,R,2050000.0
2010bannibr01,1,KCA,AL,7,12,24,23,0,0,0,383,158,90,23,50,77,0.302,6.34,0.0,10,3.0,0,581.0,1,92,2.0,2.0,5.0,202.0,74.0,R,R,2300000.0
2010bardda01,1,BOS,AL,1,2,73,0,0,0,3,224,45,16,6,30,76,0.176,1.93,3.0,2,2.0,0,295.0,12,18,2.0,5.0,5.0,215.0,76.0,R,R,415500.0
2010bastaan01,1,PHI,NL,2,0,25,0,0,0,0,56,19,9,1,9,26,0.253,4.34,0.0,0,2.0,0,86.0,2,9,0.0,0.0,0.0,202.0,71.0,R,L,405000.0
2010batismi01,1,WAS,NL,1,2,58,1,0,0,2,248,71,34,9,39,55,0.234,3.7,8.0,4,5.0,0,350.0,18,36,1.0,2.0,11.0,210.0,73.0,R,R,1000000.0
2010beckejo02,1,BOS,AL,6,6,21,21,0,0,0,383,151,82,20,45,116,0.292,5.78,3.0,3,8.0,0,577.0,0,89,4.0,2.0,8.0,230.0,77.0,R,R,12100000.0
2010belisma01,1,COL,NL,7,5,76,0,0,0,1,276,84,30,7,16,91,0.246,2.93,5.0,3,2.0,1,365.0,11,34,4.0,2.0,11.0,230.0,75.0,R,R,850000.0
2010belisro01,1,LAN,NL,3,1,59,0,0,0,2,166,52,31,6,19,38,0.25,5.04,4.0,4,3.0,1,233.0,13,31,3.0,0.0,7.0,240.0,75.0,R,R,412500.0
2010bellhe01,1,SDN,NL,6,1,67,0,0,0,47,210,56,15,1,28,86,0.221,1.93,3.0,1,1.0,0,287.0,57,17,4.0,1.0,4.0,235.0,75.0,R,R,4000000.0
2010bergebr02,1,BAL,AL,8,12,30,28,2,0,0,510,193,94,26,51,81,0.285,4.98,4.0,0,7.0,3,746.0,1,104,5.0,5.0,15.0,210.0,74.0,L,R,405000.0
2010bergju01,1,CHN,NL,0,1,41,0,0,0,0,120,45,23,3,20,14,0.28,5.18,1.0,2,3.0,0,187.0,12,27,1.0,2.0,4.0,225.0,75.0,R,R,403000.0
2010bergmja01,1,WAS,NL,0,1,4,0,0,0,0,7,3,4,2,1,2,0.3,15.43,0.0,0,0.0,0,11.0,0,4,0.0,0.0,0.0,220.0,75.0,R,R,750000.0
2010berkeja01,1,BAL,AL,3,3,41,0,0,0,0,187,64,21,5,19,45,0.27,3.03,3.0,3,0.0,0,262.0,8,24,4.0,1.0,7.0,210.0,72.0,R,R,400000.0
2010betanra01,1,COL,NL,5,1,72,0,0,0,1,187,52,25,9,8,89,0.22,3.61,2.0,7,0.0,0,248.0,18,25,3.0,1.0,0.0,215.0,74.0,R,R,3775000.0
2010billich01,1,LAN,NL,12,11,31,31,1,1,0,575,176,76,8,69,171,0.244,3.57,7.0,4,10.0,0,817.0,0,82,7.0,11.0,14.0,240.0,73.0,R,R,3850000.0
2010blackni01,1,MIN,AL,10,12,28,26,1,0,0,483,194,97,25,40,68,0.302,5.42,1.0,3,4.0,1,692.0,2,101,2.0,3.0,21.0,240.0,76.0,R,R,750000.0
2010blantjo01,1,PHI,NL,9,6,29,28,0,0,0,527,206,94,27,43,134,0.291,4.82,6.0,2,3.0,0,765.0,0,104,5.0,7.0,13.0,225.0,75.0,R,R,3000000.0
2010blevije01,1,OAK,AL,2,1,63,0,0,0,1,146,54,20,7,18,46,0.274,3.7,1.0,0,1.0,0,220.0,9,20,3.0,1.0,0.0,182.0,76.0,L,L,405000.0
2010boggsmi01,1,SLN,NL,2,3,61,0,0,0,0,202,60,27,5,27,52,0.243,3.61,2.0,5,4.0,0,285.0,22,29,4.0,3.0,10.0,235.0,76.0,R,R,402000.0
2010bondeje01,1,DET,AL,8,10,30,29,0,0,0,513,187,105,25,60,112,0.277,5.53,1.0,8,10.0,0,754.0,0,113,3.0,5.0,17.0,210.0,72.0,R,R,12500000.0
2010bonined01,1,DET,AL,4,1,47,1,0,0,0,204,84,35,7,22,26,0.305,4.63,2.0,4,3.0,0,303.0,14,37,0.0,3.0,9.0,220.0,77.0,R,R,404000.0
2010bonsebo01,1,BOS,AL,0,0,2,0,0,0,0,6,6,4,0,2,0,0.545,18.0,0.0,0,0.0,0,13.0,1,4,0.0,0.0,1.0,245.0,76.0,R,R,650000.0
2010bonsebo01,2,OAK,AL,1,0,13,0,0,0,0,69,27,13,2,6,17,0.3,5.09,0.0,1,0.0,0,99.0,3,13,3.0,0.0,2.0,245.0,76.0,R,R,650000.0
2010boyerbl01,1,ARI,NL,3,2,54,0,0,0,0,171,59,27,3,29,29,0.273,4.26,1.0,2,1.0,0,251.0,11,32,3.0,2.0,12.0,235.0,75.0,R,R,725000.0
2010bradeda01,1,OAK,AL,11,14,30,30,5,2,0,578,180,75,17,43,113,0.249,3.5,0.0,2,5.0,1,781.0,0,83,6.0,4.0,17.0,185.0,73.0,L,L,420000.0
2010breslcr01,1,OAK,AL,4,4,75,0,0,0,5,224,53,25,9,29,71,0.194,3.01,4.0,0,0.0,1,304.0,23,26,2.0,0.0,5.0,190.0,72.0,L,L,425000.0
2010broxtjo01,1,LAN,NL,5,6,64,0,0,0,22,187,64,28,4,28,73,0.27,4.04,5.0,1,2.0,0,271.0,46,30,3.0,1.0,5.0,285.0,76.0,R,R,4000000.0
2010brunebr01,1,WAS,NL,1,2,19,0,0,0,0,53,21,15,1,20,16,0.309,7.64,1.0,1,0.0,0,93.0,6,18,3.0,2.0,1.0,235.0,75.0,R,R,1500000.0
2010buchhcl01,1,BOS,AL,17,7,28,28,1,1,0,521,142,45,9,67,120,0.226,2.33,1.0,7,5.0,1,711.0,0,55,5.0,5.0,24.0,190.0,75.0,L,R,443000.0
2010buchhta01,1,COL,NL,1,0,7,0,0,0,0,30,10,5,2,6,9,0.278,4.5,0.0,0,0.0,0,43.0,2,5,1.0,0.0,0.0,220.0,75.0,R,R,1055000.0
2010buchhta01,2,TOR,AL,0,0,2,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,6.0,2,0,0.0,0.0,0.0,220.0,75.0,R,R,1055000.0
2010buehrma01,1,CHA,AL,13,13,33,33,3,0,0,631,246,100,17,49,99,0.295,4.28,1.0,3,1.0,5,897.0,0,105,6.0,7.0,19.0,240.0,74.0,L,L,14000000.0
2010bulgeja01,1,LAA,AL,0,0,25,0,0,0,0,72,25,13,3,15,25,0.269,4.88,0.0,1,2.0,0,111.0,5,14,1.0,0.0,0.0,215.0,76.0,R,R,418000.0
2010burneaj01,1,NYA,AL,10,15,33,33,1,0,0,560,204,109,25,78,145,0.285,5.26,2.0,16,19.0,0,829.0,0,118,7.0,10.0,25.0,230.0,76.0,R,R,16500000.0
2010burneal01,1,MIN,AL,2,2,41,0,0,0,0,143,52,28,6,23,37,0.287,5.29,3.0,2,2.0,2,211.0,11,28,4.0,1.0,7.0,220.0,72.0,R,R,400000.0
2010burnese01,1,WAS,NL,1,7,73,0,0,0,3,189,52,15,3,20,62,0.22,2.14,4.0,2,1.0,0,261.0,10,17,4.0,0.0,6.0,185.0,71.0,L,L,775000.0
2010bushda01,1,MIL,NL,8,13,32,31,0,0,0,523,198,88,28,65,107,0.286,4.54,6.0,1,4.0,1,781.0,0,108,9.0,10.0,14.0,205.0,74.0,R,R,4215000.0
2010byrdati01,1,HOU,NL,2,2,64,0,0,0,0,116,40,15,4,20,29,0.272,3.49,0.0,2,0.0,0,170.0,9,15,0.0,3.0,4.0,190.0,71.0,L,L,1600000.0
2010cahiltr01,1,OAK,AL,18,8,30,30,1,1,0,590,155,65,19,63,118,0.22,2.97,1.0,2,6.0,2,783.0,0,73,3.0,6.0,27.0,223.0,76.0,R,R,410000.0
2010cainma01,1,SFN,NL,13,11,33,33,4,2,0,670,181,78,22,61,177,0.221,3.14,4.0,8,4.0,0,896.0,0,84,6.0,7.0,10.0,230.0,75.0,R,R,4583333.0
2010campsh01,1,TOR,AL,4,3,70,0,0,0,2,217,71,24,8,18,46,0.259,2.99,5.0,2,4.0,0,298.0,13,26,0.0,2.0,9.0,205.0,73.0,R,R,1150000.0
2010cappsma01,1,WAS,NL,3,3,47,0,0,0,26,138,51,14,5,9,38,0.274,2.74,3.0,0,0.0,0,199.0,43,20,4.0,0.0,2.0,250.0,74.0,R,R,3500000.0
2010cappsma01,2,MIN,AL,2,0,27,0,0,0,16,81,24,6,1,8,21,0.247,2.0,1.0,1,0.0,0,106.0,23,7,1.0,0.0,5.0,250.0,74.0,R,R,3500000.0
2010carides01,1,CHN,NL,0,1,8,0,0,0,0,12,4,5,1,5,4,0.235,11.25,0.0,0,0.0,0,23.0,3,7,0.0,1.0,0.0,195.0,70.0,R,R,403000.0
2010carmofa01,1,CLE,AL,13,14,33,33,4,1,0,631,203,88,17,72,124,0.258,3.77,0.0,3,9.0,0,880.0,0,98,2.0,10.0,30.0,270.0,76.0,R,R,5087500.0
2010carpean01,1,PHI,NL,0,1,1,0,0,0,0,9,5,3,1,0,2,0.385,9.0,0.0,1,0.0,0,14.0,0,3,1.0,0.0,0.0,240.0,75.0,R,R,401000.0
2010carpech01,1,SLN,NL,16,9,35,35,1,0,0,705,214,84,21,63,179,0.244,3.22,4.0,3,13.0,0,969.0,0,99,9.0,7.0,25.0,230.0,78.0,R,R,15840971.0
2010carradj01,1,PIT,NL,2,2,45,0,0,0,0,167,50,24,4,22,45,0.248,3.88,1.0,4,4.0,0,232.0,6,24,3.0,1.0,4.0,215.0,76.0,R,R,950000.0
2010carradj01,2,ARI,NL,1,0,18,0,0,0,0,68,18,8,1,12,20,0.217,3.18,2.0,2,1.0,0,98.0,2,15,0.0,2.0,4.0,215.0,76.0,R,R,950000.0
2010chambjo03,1,NYA,AL,3,4,73,0,0,0,3,215,71,35,6,22,77,0.253,4.4,2.0,5,1.0,1,305.0,18,37,0.0,1.0,6.0,245.0,75.0,R,R,487975.0
2010chaveje01,1,ATL,NL,3,2,28,0,0,0,0,110,40,24,6,12,29,0.278,5.89,3.0,0,1.0,0,162.0,16,24,3.0,2.0,2.0,175.0,73.0,R,R,415000.0
2010chaveje01,2,KCA,AL,2,3,23,0,0,0,0,78,29,17,5,11,16,0.279,5.88,4.0,2,0.0,0,118.0,10,20,2.0,1.0,0.0,175.0,73.0,R,R,415000.0
2010choatra01,1,TBA,AL,4,3,85,0,0,0,0,134,41,21,3,17,40,0.252,4.23,5.0,4,3.0,0,187.0,8,23,2.0,2.0,8.0,205.0,73.0,L,L,700000.0
2010clippty01,1,WAS,NL,11,8,78,0,0,0,1,273,69,31,8,41,112,0.212,3.07,4.0,1,2.0,1,378.0,18,33,3.0,7.0,6.0,200.0,75.0,R,R,401000.0
2010coffeto01,1,MIL,NL,2,4,69,0,0,0,0,187,65,33,8,23,56,0.27,4.76,5.0,6,3.0,0,274.0,12,40,2.0,5.0,2.0,240.0,76.0,R,R,2025002.0
2010cokeph01,1,DET,AL,7,5,74,1,0,0,2,194,67,27,2,26,53,0.275,3.76,4.0,3,4.0,0,279.0,18,29,2.0,3.0,10.0,210.0,73.0,L,L,425000.0
2010colonro01,1,KCA,AL,0,0,5,0,0,0,0,6,5,4,0,2,1,0.455,18.0,0.0,0,1.0,0,14.0,2,4,0.0,0.0,0.0,245.0,77.0,R,R,665000.0
2010contrjo01,1,PHI,NL,6,4,67,0,0,0,4,170,53,21,5,16,57,0.255,3.34,2.0,0,4.0,0,233.0,21,22,4.0,1.0,5.0,255.0,76.0,R,R,1500000.0
2010cookaa01,1,COL,NL,6,8,23,23,2,0,0,383,147,72,11,52,62,0.29,5.08,4.0,3,4.0,1,572.0,0,77,3.0,6.0,18.0,215.0,75.0,R,R,9625000.0
2010cordefr01,1,CIN,NL,6,5,75,0,0,0,40,218,68,31,5,36,59,0.246,3.84,1.0,2,2.0,0,316.0,64,32,1.0,1.0,7.0,245.0,75.0,R,R,12125000.0
2010cormila01,1,TBA,AL,4,3,60,0,0,0,0,186,68,27,7,34,30,0.281,3.92,3.0,3,0.0,1,279.0,17,28,2.0,1.0,8.0,200.0,73.0,R,R,1200000.0
2010corpama01,1,COL,NL,3,5,56,0,0,0,10,187,66,32,7,22,47,0.269,4.62,5.0,1,2.0,0,274.0,27,33,2.0,3.0,6.0,170.0,75.0,R,R,2750000.0
2010correke01,1,SDN,NL,10,10,28,26,0,0,0,435,152,87,20,64,115,0.271,5.4,6.0,3,5.0,0,641.0,0,89,6.0,5.0,11.0,200.0,75.0,R,R,3600000.0
2010crainje01,1,MIN,AL,1,1,71,0,0,0,1,204,53,23,5,27,62,0.215,3.04,4.0,3,1.0,0,278.0,16,27,3.0,0.0,6.0,215.0,73.0,R,R,2000000.0
2010cruzju02,1,KCA,AL,0,0,5,0,0,0,0,16,9,2,0,4,7,0.391,3.38,0.0,0,0.0,0,28.0,1,2,1.0,0.0,0.0,170.0,74.0,R,R,3250000.0
2010cuetojo01,1,CIN,NL,12,7,31,31,1,1,0,557,181,75,19,56,138,0.257,3.64,5.0,5,9.0,2,780.0,0,79,9.0,3.0,12.0,229.0,71.0,R,R,445000.0
2010daleyma01,1,COL,NL,0,1,28,0,0,0,0,70,27,11,2,10,18,0.293,4.24,1.0,1,3.0,0,108.0,4,11,2.0,1.0,1.0,180.0,74.0,R,R,404000.0
2010danksjo01,1,CHA,AL,15,11,32,32,1,1,0,639,189,88,18,70,162,0.237,3.72,2.0,2,4.0,1,878.0,0,93,5.0,0.0,25.0,210.0,73.0,L,L,3450000.0
2010davieky01,1,KCA,AL,8,12,32,32,1,0,0,551,206,109,20,80,126,0.283,5.34,1.0,5,2.0,1,817.0,0,114,3.0,5.0,19.0,210.0,73.0,R,R,1800000.0
2010davisdo02,1,MIL,NL,1,4,8,8,0,0,0,115,55,32,6,21,34,0.333,7.51,1.0,3,3.0,0,191.0,0,36,2.0,0.0,4.0,215.0,76.0,R,L,4250000.0
2010daviswa01,1,TBA,AL,12,10,29,29,0,0,0,504,165,76,24,62,113,0.255,4.07,2.0,4,5.0,0,722.0,0,77,3.0,6.0,8.0,225.0,77.0,R,R,404900.0
2010delarjo01,1,COL,NL,8,7,20,20,0,0,0,365,105,57,15,55,113,0.235,4.22,4.0,9,5.0,1,512.0,0,62,3.0,3.0,21.0,215.0,73.0,L,L,5600000.0
2010delcama01,1,BOS,AL,3,2,48,0,0,0,0,132,33,23,7,28,32,0.204,4.7,1.0,0,1.0,0,193.0,9,24,1.0,1.0,1.0,225.0,74.0,R,R,905000.0
2010delcama01,2,COL,NL,0,2,9,0,0,0,0,25,12,6,1,4,6,0.324,6.48,1.0,1,0.0,0,41.0,3,6,0.0,0.0,1.0,225.0,74.0,R,R,905000.0
2010dempsry01,1,CHN,NL,15,12,34,34,1,0,0,646,198,92,25,86,208,0.244,3.85,4.0,6,10.0,0,918.0,0,110,9.0,2.0,19.0,215.0,74.0,R,R,13500000.0
2010detwiro01,1,WAS,NL,1,3,8,5,0,0,0,89,34,14,5,14,17,0.288,4.25,1.0,1,1.0,0,135.0,1,22,2.0,0.0,4.0,210.0,77.0,R,L,400000.0
2010donnebr01,1,PIT,NL,3,1,38,0,0,0,0,92,26,19,6,25,26,0.234,5.58,1.0,1,1.0,1,142.0,14,21,2.0,3.0,3.0,205.0,75.0,R,R,1350000.0
2010doteloc01,1,PIT,NL,2,2,41,0,0,0,21,120,35,19,5,17,48,0.236,4.28,2.0,2,3.0,0,173.0,37,21,2.0,3.0,0.0,230.0,72.0,R,R,3250000.0
2010doteloc01,2,LAN,NL,1,1,19,0,0,0,1,56,11,7,3,11,21,0.167,3.38,3.0,3,0.0,0,78.0,12,7,0.0,1.0,0.0,230.0,72.0,R,R,3250000.0
2010doteloc01,3,COL,NL,0,1,8,0,0,0,0,16,6,3,1,4,6,0.25,5.06,0.0,3,0.0,0,28.0,1,4,0.0,0.0,0.0,230.0,72.0,R,R,3250000.0
2010downssc01,1,TOR,AL,5,5,67,0,0,0,0,184,47,18,3,14,48,0.211,2.64,3.0,1,4.0,0,241.0,14,19,0.0,0.0,10.0,215.0,74.0,L,L,4000000.0
2010duchsju01,1,OAK,AL,2,1,5,5,0,0,0,84,26,9,3,12,18,0.255,2.89,0.0,2,1.0,0,116.0,0,11,0.0,1.0,7.0,165.0,75.0,R,R,1750000.0
2010duensbr01,1,MIN,AL,10,3,53,13,1,1,0,392,122,38,11,35,78,0.247,2.62,5.0,1,3.0,0,535.0,11,42,4.0,0.0,15.0,200.0,72.0,L,L,417500.0
2010dukeza01,1,PIT,NL,8,15,29,29,0,0,0,477,212,101,25,51,96,0.321,5.72,2.0,4,4.0,3,730.0,0,115,9.0,6.0,21.0,210.0,74.0,L,L,4300000.0
2010durbich01,1,PHI,NL,4,1,64,0,0,0,0,206,63,29,7,27,63,0.246,3.8,2.0,0,5.0,0,291.0,9,29,1.0,2.0,8.0,225.0,74.0,R,R,2125000.0
2010ekstrmi01,1,TBA,AL,0,1,15,0,0,0,0,49,12,6,0,9,10,0.214,3.31,1.0,1,2.0,0,68.0,10,6,0.0,1.0,2.0,190.0,72.0,R,R,402700.0
2010englije01,1,WAS,NL,0,0,7,0,0,0,0,21,10,3,0,2,4,0.323,3.86,0.0,1,0.0,0,33.0,0,3,0.0,0.0,0.0,220.0,75.0,L,L,400000.0
2010evelada01,1,TOR,AL,3,4,9,9,0,0,0,134,57,32,4,27,21,0.313,6.45,1.0,3,2.0,0,213.0,0,35,0.0,2.0,5.0,235.0,73.0,L,L,419500.0
2010evelada01,2,PIT,NL,0,1,3,1,0,0,0,29,15,9,0,5,3,0.375,8.38,1.0,1,2.0,0,49.0,1,9,0.0,2.0,1.0,235.0,73.0,L,L,419500.0
2010farnsky01,1,KCA,AL,3,0,37,0,0,0,0,134,40,12,2,12,36,0.24,2.42,0.0,2,4.0,0,185.0,9,13,1.0,1.0,2.0,230.0,76.0,R,R,4500000.0
2010farnsky01,2,ATL,NL,0,2,23,0,0,0,0,60,15,12,2,7,25,0.208,5.4,1.0,1,0.0,0,82.0,6,12,2.0,1.0,0.0,230.0,76.0,R,R,4500000.0
2010feldmsc01,1,TEX,AL,7,11,29,22,0,0,0,424,181,86,18,45,75,0.313,5.48,2.0,11,5.0,0,641.0,2,98,5.0,8.0,10.0,225.0,78.0,L,R,2425000.0
2010felicpe01,1,NYN,NL,3,6,92,0,0,0,0,188,66,23,1,30,56,0.273,3.3,6.0,1,6.0,0,280.0,16,24,2.0,0.0,10.0,195.0,70.0,L,L,2900000.0
2010felizne01,1,TEX,AL,4,3,70,0,0,0,40,208,43,21,5,18,71,0.176,2.73,1.0,5,5.0,0,269.0,59,21,1.0,0.0,5.0,235.0,75.0,R,R,402000.0
2010fistedo01,1,SEA,AL,6,14,28,28,0,0,0,513,187,78,13,32,93,0.277,4.11,2.0,8,6.0,3,720.0,0,85,2.0,4.0,15.0,210.0,80.0,L,R,406500.0
2010florera01,1,COL,NL,2,0,47,0,0,0,0,82,22,9,4,13,18,0.224,2.96,1.0,0,1.0,0,115.0,10,10,3.0,0.0,2.0,190.0,72.0,L,L,650000.0
2010florera01,2,MIN,AL,0,0,11,0,0,0,0,11,10,2,2,2,2,0.5,4.91,0.0,0,0.0,0,23.0,1,2,0.0,1.0,0.0,190.0,72.0,L,L,650000.0
2010floydga01,1,CHA,AL,10,13,31,31,1,0,0,562,199,85,14,58,151,0.274,4.08,4.0,9,6.0,1,798.0,0,92,3.0,4.0,25.0,245.0,76.0,R,R,2750000.0
2010francfr01,1,TEX,AL,6,4,56,0,0,0,2,158,49,22,5,18,60,0.247,3.76,2.0,2,1.0,1,221.0,20,23,3.0,1.0,4.0,250.0,74.0,R,R,3265000.0
2010francje01,1,COL,NL,4,6,20,19,0,0,0,313,119,58,11,23,67,0.293,5.0,3.0,1,2.0,0,441.0,0,61,6.0,4.0,13.0,220.0,77.0,L,L,5750000.0
2010frankry01,1,SLN,NL,6,2,59,0,0,0,27,195,57,25,7,10,42,0.23,3.46,1.0,5,4.0,0,264.0,51,25,1.0,1.0,5.0,190.0,75.0,R,R,3050000.0
2010frasoja01,1,TOR,AL,3,4,69,0,0,0,4,191,61,26,4,27,65,0.247,3.68,6.0,5,4.0,0,279.0,18,30,1.0,0.0,7.0,180.0,69.0,R,R,2650000.0
2010fuentbr01,1,LAA,AL,4,1,39,0,0,0,23,115,28,15,5,18,39,0.201,3.52,1.0,2,1.0,1,161.0,33,17,2.0,1.0,2.0,230.0,76.0,L,L,9000000.0
2010fuentbr01,2,MIN,AL,0,0,9,0,0,0,1,29,3,0,0,2,8,0.094,0.0,0.0,1,1.0,0,35.0,2,0,0.0,0.0,0.0,230.0,76.0,L,L,9000000.0
2010fulchje01,1,HOU,NL,2,1,50,0,0,0,0,142,53,29,7,22,46,0.279,5.51,2.0,2,3.0,0,217.0,16,30,1.0,1.0,3.0,270.0,76.0,R,R,425000.0
2010gallase01,1,SDN,NL,0,0,15,0,0,0,0,70,24,14,5,19,21,0.276,5.4,0.0,0,2.0,0,110.0,7,14,2.0,0.0,3.0,220.0,74.0,R,R,413500.0
2010gallase01,2,PIT,NL,2,1,31,0,0,0,0,103,38,23,2,22,22,0.277,6.03,2.0,0,1.0,2,163.0,5,26,3.0,0.0,2.0,220.0,74.0,R,R,413500.0
2010gallayo01,1,MIL,NL,14,7,31,31,2,2,0,555,178,79,12,75,200,0.251,3.84,5.0,7,3.0,1,803.0,0,89,11.0,4.0,8.0,205.0,74.0,R,R,450000.0
2010garcifr02,1,CHA,AL,12,6,28,28,0,0,0,471,171,81,23,45,89,0.279,4.64,5.0,4,3.0,0,671.0,0,85,5.0,4.0,16.0,250.0,76.0,R,R,1000000.0
2010garcija02,1,SLN,NL,13,8,28,28,1,1,0,490,151,49,9,64,132,0.243,2.7,4.0,4,3.0,1,695.0,0,64,3.0,3.0,19.0,215.0,74.0,L,L,400000.0
2010garlajo01,1,SDN,NL,14,12,33,33,0,0,0,600,176,77,20,87,136,0.24,3.47,9.0,6,6.0,0,837.0,0,86,5.0,5.0,25.0,210.0,78.0,R,R,4700000.0
2010garzama01,1,TBA,AL,15,10,33,32,3,1,1,614,193,89,28,63,150,0.248,3.91,2.0,12,7.0,2,855.0,1,94,1.0,6.0,17.0,220.0,76.0,R,R,3350000.0
2010gaudich01,1,OAK,AL,0,2,12,0,0,0,0,52,27,17,5,5,20,0.36,8.83,0.0,0,3.0,0,86.0,6,18,2.0,1.0,1.0,190.0,70.0,R,R,700000.0
2010gaudich01,2,NYA,AL,1,2,30,0,0,0,0,144,46,24,11,20,33,0.254,4.5,0.0,3,5.0,0,209.0,17,27,2.0,1.0,4.0,190.0,70.0,R,R,700000.0
2010gervasa01,1,HOU,NL,0,1,6,0,0,0,0,11,4,5,1,5,3,0.267,12.27,0.0,1,0.0,1,21.0,1,6,1.0,0.0,0.0,175.0,72.0,R,R,402500.0
2010gonzagi01,1,OAK,AL,15,9,33,33,1,0,0,602,171,72,15,92,171,0.229,3.23,1.0,4,4.0,1,851.0,0,75,5.0,2.0,18.0,205.0,72.0,R,L,405000.0
2010gonzami02,1,BAL,AL,1,3,29,0,0,0,1,74,18,11,1,14,31,0.205,4.01,4.0,3,0.0,0,106.0,7,11,3.0,1.0,2.0,200.0,74.0,R,L,6000000.0
2010gorzeto01,1,CHN,NL,7,9,29,23,0,0,1,409,136,62,11,68,119,0.26,4.09,4.0,0,2.0,0,604.0,3,70,4.0,6.0,14.0,218.0,75.0,R,L,800000.0
2010grabojo02,1,CHN,NL,1,3,28,0,0,0,0,77,35,21,5,13,20,0.321,7.36,0.0,1,1.0,0,126.0,9,24,3.0,0.0,3.0,205.0,73.0,L,L,2700000.0
2010greense01,1,NYN,NL,0,0,11,0,0,0,0,28,7,4,1,8,12,0.2,3.86,3.0,0,4.0,0,48.0,0,6,1.0,0.0,0.0,230.0,78.0,R,R,975000.0
2010gregelu01,1,SDN,NL,4,7,80,0,0,0,2,235,47,28,8,18,89,0.17,3.22,2.0,0,1.0,0,297.0,9,30,1.0,1.0,5.0,205.0,75.0,L,R,416500.0
2010greggke01,1,TOR,AL,2,6,63,0,0,0,37,177,52,23,4,30,58,0.237,3.51,1.0,3,1.0,0,254.0,56,24,1.0,3.0,5.0,245.0,78.0,R,R,2000000.0
2010greinza01,1,KCA,AL,10,14,33,33,3,0,0,660,219,102,18,55,181,0.26,4.17,1.0,4,7.0,0,919.0,0,114,6.0,7.0,22.0,200.0,74.0,R,R,7250000.0
2010guerrma02,1,MIN,AL,5,7,74,0,0,0,1,213,56,25,7,22,42,0.219,3.17,1.0,2,3.0,0,286.0,13,28,2.0,3.0,5.0,195.0,75.0,R,R,3150000.0
2010guthrje01,1,BAL,AL,11,14,32,32,0,0,0,628,193,89,25,50,119,0.243,3.83,1.0,1,16.0,1,872.0,0,93,3.0,9.0,14.0,205.0,73.0,R,R,3000000.0
2010gutieju01,1,ARI,NL,0,6,58,0,0,0,15,170,55,32,13,23,47,0.252,5.08,5.0,1,4.0,0,247.0,35,33,1.0,1.0,3.0,245.0,75.0,R,R,411000.0
2010haegech01,1,LAN,NL,0,4,9,6,0,0,0,90,36,28,4,26,30,0.295,8.4,0.0,4,1.0,0,151.0,1,32,1.0,1.0,3.0,210.0,73.0,R,R,411000.0
2010hallaro01,1,PHI,NL,21,10,33,33,9,4,0,752,231,68,24,30,219,0.245,2.44,1.0,5,6.0,1,993.0,0,74,9.0,5.0,25.0,225.0,78.0,R,R,15750000.0
2010hallbi03,1,BOS,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,0.0,210.0,72.0,R,R,8525000.0
2010hamelco01,1,PHI,NL,12,11,33,33,1,0,0,626,185,71,26,61,211,0.237,3.06,5.0,3,8.0,0,856.0,0,74,7.0,0.0,19.0,205.0,76.0,L,L,6650000.0
2010hammeja01,1,COL,NL,10,9,30,30,0,0,0,533,201,95,18,47,141,0.287,4.81,1.0,13,6.0,2,770.0,0,97,11.0,6.0,19.0,225.0,78.0,R,R,1900000.0
2010hanrajo01,1,PIT,NL,4,1,72,0,0,0,6,209,58,28,6,26,100,0.221,3.62,0.0,5,4.0,0,294.0,27,28,0.0,1.0,2.0,255.0,76.0,R,R,453000.0
2010hansoto01,1,ATL,NL,10,11,34,34,1,0,0,608,182,75,14,56,173,0.239,3.33,3.0,3,14.0,0,845.0,0,86,9.0,5.0,12.0,220.0,78.0,R,R,435000.0
