ERA,Hits,Earned Runs,Strike Outs,Home Runs,Wins,Losses,Outs Pitched,Batters Faced by Pitcher,Games Finished,Weight,Height,Games Started,salBin_low,salBin_mid,salBin_high,salBin_top
4.67,144,73,111,21,6,11,422,596,0,200,72,21,0,1,0,0
5.3,265,127,115,23,11,15,647,954,0,220,73,33,0,1,0,0
4.02,112,53,139,14,6,4,356,510,0,230,77,21,0,1,0,0
3.48,229,85,143,23,11,8,659,901,0,180,74,34,0,0,0,1
2.39,51,16,31,7,2,4,181,259,0,220,73,9,1,0,0,0
5.51,73,50,62,11,2,5,245,393,5,180,75,6,1,0,0,0
5.72,125,64,56,15,5,7,302,465,2,230,71,17,1,0,0,0
4.71,218,100,102,28,11,12,573,832,0,220,77,32,0,1,0,0
4.75,114,57,91,12,4,8,324,483,5,250,75,12,0,1,0,0
5.63,60,40,60,11,3,4,192,292,0,205,73,13,1,0,0,0
4.9,210,107,155,30,12,10,590,852,1,225,74,32,1,0,0,0
4.76,248,112,126,24,18,9,635,935,0,200,73,35,0,1,0,0
4.73,225,100,56,21,9,12,571,840,0,190,75,33,0,0,1,0
4.12,176,86,139,20,11,10,564,787,0,300,78,30,0,1,0,0
2.61,156,66,265,24,20,6,684,881,0,210,72,34,0,1,0,0
3.26,206,82,203,23,21,6,680,910,0,205,77,32,0,0,0,1
3.2,165,80,251,18,18,7,675,907,0,185,77,32,0,0,1,0
5.59,129,70,69,17,6,9,338,500,0,186,72,19,0,1,0,0
5.05,163,74,51,16,9,4,396,593,1,205,77,24,0,0,1,0
2.7,201,71,264,25,12,14,711,937,0,195,73,34,0,1,0,0
4.21,255,95,76,23,14,8,609,869,0,280,76,33,1,0,0,0
5.53,100,61,94,17,4,7,298,447,6,220,74,8,1,0,0,0
6.04,139,81,57,18,3,7,362,545,6,187,72,18,0,1,0,0
11.42,53,33,10,9,0,5,78,150,0,210,74,6,1,0,0,0
4.16,192,87,110,25,16,9,564,811,0,225,74,31,0,1,0,0
3.72,210,82,133,20,14,8,595,834,0,175,75,33,0,1,0,0
4.04,196,87,108,19,11,7,582,825,1,220,76,31,0,1,0,0
5.11,148,66,51,16,9,9,349,518,0,185,73,21,1,0,0,0
4.0,203,90,117,25,12,13,608,881,0,185,75,33,0,0,1,0
5.53,141,70,37,21,9,6,342,509,2,185,75,20,0,1,0,0
6.09,136,78,72,22,4,6,346,502,12,210,77,11,1,0,0,0
5.25,120,69,89,26,5,5,355,530,6,235,76,14,1,0,0,0
4.91,195,108,150,33,14,10,594,849,0,210,74,32,0,0,1,0
4.08,102,53,86,12,8,6,351,523,14,245,75,10,0,1,0,0
6.5,148,96,92,22,6,13,399,610,4,215,76,26,1,0,0,0
4.87,197,102,116,29,12,10,565,831,0,210,74,30,0,1,0,0
4.64,159,77,86,20,11,8,448,640,0,190,73,25,0,0,1,0
4.01,219,98,153,19,13,13,660,935,0,200,77,34,0,0,1,0
3.59,194,83,164,17,7,16,624,933,0,230,75,35,1,0,0,0
3.73,203,81,101,23,12,8,587,804,0,187,75,31,0,1,0,0
4.55,145,70,116,14,5,7,415,621,0,205,75,24,0,1,0,0
3.38,208,81,116,19,14,9,647,895,2,210,75,30,0,1,0,0
4.02,210,88,139,20,10,11,591,848,0,230,74,32,1,0,0,0
4.24,123,61,80,14,10,7,388,559,0,260,75,22,1,0,0,0
4.18,193,88,131,20,11,8,569,817,0,180,72,31,0,0,1,0
4.36,192,89,117,26,11,6,551,798,0,235,77,29,0,1,0,0
4.28,145,65,89,20,5,8,410,585,0,205,72,23,0,1,0,0
3.72,127,58,144,16,8,9,421,595,0,210,77,22,0,0,1,0
8.15,24,16,6,5,0,4,53,88,0,225,77,4,1,0,0,0
3.28,168,68,159,11,15,8,559,781,0,220,74,32,0,1,0,0
6.36,61,33,35,6,2,4,140,228,2,220,76,7,1,0,0,0
2.75,174,64,188,14,16,8,629,887,0,275,76,31,1,0,0,0
4.43,107,63,109,13,9,7,384,588,0,190,72,22,1,0,0,0
4.48,216,106,163,28,11,11,639,926,0,205,74,34,0,1,0,0
6.75,39,23,17,7,1,2,92,133,0,190,73,6,0,1,0,0
4.97,100,56,59,16,7,7,304,452,0,205,76,19,0,1,0,0
4.51,213,103,100,22,14,10,616,878,1,185,75,32,0,1,0,0
6.04,79,45,45,13,2,8,201,288,0,174,74,12,0,1,0,0
4.76,151,79,97,19,10,8,448,653,0,182,72,25,1,0,0,0
5.8,36,23,23,2,2,2,107,160,0,190,77,7,1,0,0,0
3.38,153,67,166,14,15,8,536,728,0,230,77,29,0,1,0,0
4.0,139,63,125,10,6,8,425,606,0,195,73,24,1,0,0,0
4.41,101,42,59,11,4,8,257,382,17,230,75,5,1,0,0,0
8.28,41,23,13,7,1,1,75,129,4,225,77,3,0,1,0,0
3.72,69,36,78,9,4,4,261,369,6,250,76,9,1,0,0,0
4.13,171,80,95,24,10,8,523,737,0,190,76,28,0,0,1,0
3.53,178,79,116,23,12,12,604,835,0,225,75,33,1,0,0,0
4.57,199,96,145,21,14,13,567,801,0,210,72,29,1,0,0,0
7.61,87,60,43,12,1,8,213,354,2,215,76,8,0,1,0,0
6.5,107,53,50,5,4,7,220,346,0,195,76,13,0,0,0,1
3.12,240,82,149,20,16,8,710,971,0,240,74,33,0,0,1,0
3.44,184,80,198,12,12,12,627,873,0,230,76,32,0,1,0,0
4.49,142,68,75,20,5,11,409,575,1,205,74,24,1,0,0,0
3.74,216,85,102,22,12,11,613,842,0,185,73,31,0,0,1,0
4.52,144,81,157,14,10,13,484,716,0,225,79,29,1,0,0,0
3.99,212,97,176,31,18,12,657,949,0,225,74,35,1,0,0,0
2.83,204,76,213,18,21,5,725,953,0,230,78,33,0,1,0,0
3.72,213,84,121,20,13,9,609,872,0,205,71,34,1,0,0,0
4.09,69,33,39,7,1,7,218,322,0,212,75,12,0,1,0,0
3.83,187,84,133,33,13,10,592,832,0,215,74,32,0,1,0,0
4.21,178,78,121,24,10,11,500,731,0,200,74,29,1,0,0,0
4.57,192,97,146,18,13,6,573,830,0,190,75,32,0,0,1,0
1.87,151,44,185,11,13,8,634,838,0,205,76,32,0,0,0,1
3.48,215,86,157,26,21,8,668,906,0,285,71,33,0,0,0,1
5.28,47,26,30,10,1,5,133,191,6,245,77,4,1,0,0,0
3.61,177,82,154,23,15,7,614,857,0,255,76,32,0,0,1,0
3.67,101,34,24,8,7,2,250,357,0,215,75,13,1,0,0,0
3.84,196,95,208,26,11,11,668,946,0,215,76,35,0,1,0,0
4.69,44,21,32,4,4,2,121,182,2,195,78,4,1,0,0,0
6.75,41,27,16,4,1,2,108,170,4,185,76,5,1,0,0,0
3.13,83,32,89,4,5,3,276,401,53,215,74,6,0,1,0,0
3.56,63,26,37,6,1,2,197,277,4,200,71,7,0,1,0,0
6.67,29,22,15,4,1,2,89,134,2,215,75,4,1,0,0,0
6.46,96,50,20,5,4,6,209,317,0,245,75,12,0,1,0,0
4.27,140,61,100,14,11,5,386,568,2,190,74,22,0,1,0,0
4.61,189,93,103,32,11,9,545,774,0,240,79,31,0,1,0,0
6.02,62,37,15,12,1,4,166,249,6,220,76,8,0,1,0,0
3.02,45,20,63,4,3,2,179,242,2,205,73,7,0,0,1,0
4.8,132,66,63,15,7,8,371,535,0,185,74,21,0,1,0,0
4.05,92,41,60,7,4,7,273,384,11,180,73,6,0,1,0,0
10.04,30,29,17,5,1,2,78,127,0,245,76,4,1,0,0,0
5.05,196,95,85,27,6,11,508,742,1,205,74,28,0,1,0,0
4.92,170,89,128,21,8,12,488,725,1,160,73,25,0,1,0,0
5.68,228,116,128,26,14,12,551,828,0,220,77,33,1,0,0,0
5.1,212,108,93,28,8,15,572,832,0,190,75,30,0,1,0,0
3.87,225,98,146,26,14,8,684,943,0,250,76,33,0,0,1,0
3.5,212,86,115,26,18,10,663,901,0,210,78,32,0,1,0,0
3.53,227,83,105,12,13,13,634,901,0,175,72,33,0,0,0,1
5.57,74,40,58,10,5,4,194,284,1,200,77,11,1,0,0,0
4.45,40,16,14,2,0,3,97,154,5,210,74,5,1,0,0,0
5.8,233,118,114,23,5,17,549,829,0,200,74,33,1,0,0,0
2.41,118,38,108,11,12,4,425,553,0,225,78,19,0,0,0,1
4.61,191,82,82,20,8,12,480,700,1,185,73,26,1,0,0,0
3.5,74,27,27,5,5,3,208,284,0,185,70,12,0,0,0,1
3.83,217,90,163,22,11,13,635,887,0,260,79,32,1,0,0,0
2.53,93,36,121,7,10,5,384,514,0,190,73,19,1,0,0,0
3.73,212,90,163,26,14,12,651,897,0,215,77,34,1,0,0,0
5.9,227,117,89,24,11,8,535,796,0,240,81,31,1,0,0,0
3.98,268,109,147,25,15,10,739,1065,0,245,74,35,0,0,1,0
5.12,137,73,91,18,9,9,385,568,1,210,74,22,0,1,0,0
5.52,172,98,88,18,8,14,479,706,0,185,75,29,1,0,0,0
5.16,145,74,90,21,6,9,387,578,4,235,76,19,1,0,0,0
6.38,83,60,53,14,6,9,254,380,1,195,75,16,1,0,0,0
3.52,194,75,115,20,14,9,576,817,0,175,73,29,0,0,1,0
5.14,87,52,53,13,3,9,273,399,0,215,72,16,0,1,0,0
5.02,130,68,75,11,6,9,366,551,0,235,74,20,0,1,0,0
4.54,233,106,93,23,8,13,630,888,0,225,78,33,0,1,0,0
3.79,207,95,211,32,17,8,677,920,0,225,82,34,0,0,0,1
3.77,172,78,174,12,10,9,558,818,0,185,72,32,1,0,0,0
7.04,128,72,52,12,4,8,276,442,0,227,76,16,0,1,0,0
4.86,156,80,115,17,5,12,444,667,3,176,71,22,0,0,1,0
3.44,208,80,199,13,14,5,627,892,0,235,78,33,1,0,0,0
4.83,211,105,109,18,7,15,587,852,0,195,72,33,0,1,0,0
7.07,61,39,30,10,2,4,149,234,0,225,76,10,1,0,0,0
3.79,194,85,143,22,18,5,606,838,0,205,75,32,1,0,0,0
6.64,88,59,52,9,3,7,240,377,0,200,74,16,0,0,1,0
4.53,210,93,121,18,13,11,554,792,0,175,71,31,0,1,0,0
4.2,223,102,149,33,17,13,655,912,0,220,75,35,0,0,1,0
5.56,135,78,96,23,10,11,379,566,0,195,72,25,0,1,0,0
6.99,219,131,80,31,5,16,506,780,0,170,74,32,0,1,0,0
3.77,227,91,173,18,12,10,651,912,0,230,74,34,0,1,0,0
4.18,211,83,86,22,9,13,536,769,1,215,74,30,0,1,0,0
4.9,232,114,118,28,15,12,628,918,0,185,73,35,0,1,0,0
3.61,223,89,146,28,12,15,666,934,0,230,78,35,0,0,1,0
3.78,193,86,172,21,13,13,614,875,0,190,74,33,1,0,0,0
4.24,239,106,136,29,13,15,675,936,0,170,72,35,0,0,1,0
4.74,235,110,115,30,14,14,627,889,0,180,72,34,1,0,0,0
4.13,206,95,100,29,13,14,621,868,0,220,73,32,0,1,0,0
2.82,159,68,208,19,15,8,651,843,0,170,71,31,0,0,0,1
5.61,73,37,32,10,1,3,178,264,9,170,74,8,0,1,0,0
5.65,203,98,59,23,6,10,468,690,1,160,73,26,0,0,1,0
6.59,106,80,92,20,7,11,328,500,3,280,78,17,1,0,0,0
5.09,153,81,83,18,10,8,430,638,2,180,75,26,0,1,0,0
4.95,96,50,64,8,4,4,273,414,0,185,74,16,0,1,0,0
2.86,182,61,146,20,9,11,576,799,0,230,76,30,0,0,1,0
6.47,237,134,123,40,8,15,559,855,0,200,75,34,0,0,1,0
4.55,198,80,95,16,6,12,475,696,4,195,75,25,1,0,0,0
4.11,209,88,117,22,14,10,578,818,0,210,77,31,0,1,0,0
4.28,225,95,102,23,13,7,600,868,0,170,72,32,0,0,1,0
3.64,212,83,111,19,16,8,615,868,0,200,78,32,0,0,1,0
4.41,199,88,142,23,13,8,539,766,0,185,74,30,0,0,0,1
3.72,193,89,208,31,13,8,646,905,0,240,76,34,1,0,0,0
7.24,127,81,59,16,5,8,302,472,0,210,74,19,0,1,0,0
5.26,74,38,33,7,1,4,195,305,4,195,74,8,1,0,0,0
3.33,44,20,17,6,4,3,162,231,0,205,73,9,0,1,0,0
5.36,206,102,96,34,9,11,514,755,0,175,72,30,0,1,0,0
6.89,147,88,46,18,5,11,345,551,0,200,73,22,0,0,1,0
2.94,243,79,184,18,20,12,725,1002,0,190,72,35,0,0,1,0
4.71,146,77,103,22,9,12,441,654,0,230,72,27,0,1,0,0
5.66,130,69,80,8,8,5,329,502,0,210,74,20,0,0,0,1
3.13,172,69,185,19,9,7,595,817,0,200,78,31,1,0,0,0
4.77,129,53,56,17,4,6,300,442,0,265,77,17,0,0,1,0
2.88,162,65,216,18,13,7,609,812,0,195,73,30,0,1,0,0
3.9,185,76,122,17,7,9,526,738,0,270,76,29,0,0,1,0
4.56,109,55,74,13,7,8,326,453,0,225,72,19,0,1,0,0
5.85,102,67,97,23,7,5,309,471,0,225,75,20,1,0,0,0
2.39,188,59,171,17,17,9,667,875,0,235,77,33,0,0,1,0
5.62,224,118,107,23,7,11,567,822,0,200,72,30,0,1,0,0
6.21,177,90,68,16,7,11,391,595,0,220,73,23,0,0,1,0
3.67,143,68,188,25,11,7,500,701,0,230,77,27,0,1,0,0
4.04,214,90,117,33,9,12,602,831,0,180,74,31,0,0,1,0
4.63,214,104,80,31,11,9,607,847,0,220,73,32,1,0,0,0
9.1,40,30,17,7,0,5,89,143,0,230,71,6,0,1,0,0
4.9,188,97,101,18,5,15,535,751,0,220,77,30,0,1,0,0
4.48,202,98,122,28,7,16,590,846,0,225,74,32,1,0,0,0
3.46,205,75,87,15,14,8,586,828,0,200,73,30,0,1,0,0
5.95,131,71,25,12,2,7,322,489,1,190,75,18,0,0,1,0
4.52,175,73,111,14,9,8,436,655,6,170,74,19,0,1,0,0
4.03,185,88,161,19,15,10,590,823,0,300,78,31,0,0,1,0
2.87,180,74,238,22,16,7,695,910,0,210,72,33,0,1,0,0
4.57,153,72,89,20,4,13,425,640,2,205,74,24,1,0,0,0
5.69,121,59,87,12,8,8,280,418,21,205,77,11,0,0,0,1
4.4,160,84,165,16,12,7,516,757,0,185,77,29,0,0,1,0
5.66,147,73,53,18,6,12,348,523,0,205,77,21,0,1,0,0
3.33,142,58,141,19,10,9,470,633,0,195,73,22,0,0,1,0
3.44,212,72,71,25,9,8,565,749,0,280,76,27,0,1,0,0
3.06,210,78,169,18,14,7,689,931,0,210,75,33,0,0,1,0
2.55,122,38,85,12,13,3,402,577,5,220,74,20,0,1,0,0
3.57,206,77,114,24,16,10,583,834,0,225,74,32,0,1,0,0
4.47,111,49,61,6,4,6,296,427,0,175,75,17,0,1,0,0
4.48,205,95,114,20,8,15,572,823,1,220,76,30,0,1,0,0
3.71,237,86,112,24,13,12,626,876,0,185,73,33,1,0,0,0
4.14,37,17,24,6,1,4,111,157,0,185,75,6,0,0,1,0
5.33,64,30,27,6,2,2,152,237,1,185,75,7,0,1,0,0
9.24,22,13,5,4,0,3,38,66,0,235,76,4,1,0,0,0
4.42,223,106,192,35,11,15,647,904,0,210,74,33,0,0,0,1
4.15,210,104,151,35,16,12,676,943,0,210,74,33,0,1,0,0
3.54,81,33,43,10,6,6,252,358,8,195,74,4,1,0,0,0
3.2,184,63,94,19,8,8,532,740,0,190,73,29,0,0,1,0
4.22,220,105,157,35,14,11,672,930,0,200,77,34,0,0,1,0
3.54,229,90,172,21,14,12,687,943,0,230,75,33,0,1,0,0
4.45,220,91,107,21,15,7,552,780,0,187,75,30,0,1,0,0
5.09,186,103,132,23,8,18,546,828,0,205,75,33,0,1,0,0
4.49,218,105,119,19,15,15,632,895,0,210,75,34,0,1,0,0
4.41,137,68,88,20,10,11,416,600,0,215,75,25,1,0,0,0
2.63,213,69,170,11,22,10,709,960,0,230,74,34,1,0,0,0
6.48,21,12,11,2,0,2,50,73,0,260,75,3,1,0,0,0
4.85,174,86,106,24,9,12,479,697,0,180,72,28,0,1,0,0
7.77,68,40,30,10,1,5,139,224,0,235,77,9,0,1,0,0
4.39,87,39,61,14,6,4,240,346,0,205,72,13,0,0,1,0
4.23,52,31,77,14,3,4,198,273,4,210,77,10,0,0,1,0
4.46,129,57,60,18,5,8,345,520,10,190,75,10,1,0,0,0
5.46,201,104,101,22,8,16,514,782,1,240,78,27,0,1,0,0
6.08,81,43,34,8,5,5,191,302,0,220,74,13,0,0,1,0
4.26,162,78,137,19,12,7,494,700,0,255,82,31,1,0,0,0
3.26,170,81,202,21,14,6,670,909,0,275,76,33,0,1,0,0
4.17,170,77,112,12,7,12,499,748,2,190,72,27,0,1,0,0
3.86,185,98,171,26,14,13,685,953,0,205,74,35,0,0,1,0
5.91,71,46,28,9,4,6,210,320,3,225,76,9,0,1,0,0
5.03,167,86,97,19,9,12,462,693,0,205,76,30,0,1,0,0
3.29,222,88,184,31,14,11,722,992,0,185,75,35,0,1,0,0
5.98,109,60,42,14,5,5,271,407,0,174,74,17,0,1,0,0
3.77,43,18,19,4,3,2,129,189,0,182,72,8,1,0,0,0
6.37,114,59,62,17,5,8,250,377,0,215,76,16,1,0,0,0
4.26,34,18,19,4,2,1,114,171,1,202,74,6,1,0,0,0
4.58,231,105,110,18,11,8,619,910,0,210,73,33,0,1,0,0
5.66,38,22,22,5,0,2,105,161,0,190,77,7,1,0,0,0
5.01,191,114,158,36,16,11,614,869,0,230,77,33,0,1,0,0
3.76,196,82,171,16,15,11,589,844,0,195,73,33,0,1,0,0
4.82,199,98,88,33,11,12,549,781,0,190,76,30,0,0,1,0
6.68,81,48,54,12,0,2,194,303,7,220,75,6,1,0,0,0
4.82,241,104,107,17,16,12,583,856,0,225,75,31,1,0,0,0
4.08,214,97,202,18,14,8,642,903,0,210,72,34,0,1,0,0
5.89,107,74,77,21,6,10,339,479,1,220,75,19,1,0,0,0
4.99,247,113,98,36,12,13,612,876,0,240,74,32,0,0,1,0
3.98,138,60,118,14,10,8,407,577,0,230,76,21,0,1,0,0
4.41,201,103,166,26,12,11,630,869,0,205,74,32,1,0,0,0
4.88,232,97,88,26,10,9,537,805,0,185,73,31,0,0,1,0
4.74,130,78,157,11,9,10,444,662,0,225,79,26,1,0,0,0
4.15,157,88,179,18,13,12,572,818,1,230,75,31,1,0,0,0
4.03,229,99,174,29,11,12,664,936,0,225,74,34,1,0,0,0
3.09,194,76,184,21,15,8,665,896,0,230,78,32,0,0,1,0
3.41,93,38,72,10,7,3,301,417,24,235,74,3,0,1,0,0
5.05,90,49,47,19,9,4,262,384,0,205,71,17,1,0,0,0
7.0,77,49,35,11,5,3,189,306,0,212,75,11,0,1,0,0
6.93,137,76,70,28,0,7,296,453,16,215,74,12,0,1,0,0
6.19,93,53,57,14,3,8,231,351,0,200,74,14,1,0,0,0
6.61,77,48,43,8,5,5,196,310,0,190,75,12,0,0,1,0
5.11,71,32,31,11,1,5,169,251,0,285,71,10,0,0,0,1
4.27,194,93,134,20,13,9,588,833,0,255,76,30,0,0,1,0
4.23,242,100,92,17,9,15,638,915,0,215,75,32,0,1,0,0
4.89,90,40,43,8,4,5,221,333,5,200,73,9,1,0,0,0
4.18,80,44,88,7,5,6,284,413,5,170,74,15,0,1,0,0
8.38,90,59,51,14,3,7,190,312,0,210,73,14,1,0,0,0
4.91,206,111,159,19,11,11,610,904,0,215,76,34,0,1,0,0
10.8,22,16,6,3,1,2,40,71,0,185,76,3,0,1,0,0
8.6,32,29,31,4,2,2,91,146,4,215,73,3,1,0,0,0
7.85,61,34,17,6,1,2,117,190,0,220,74,6,1,0,0,0
4.09,73,35,61,9,6,2,231,327,13,215,74,5,0,1,0,0
4.47,255,107,117,17,10,15,646,935,0,210,74,34,1,0,0,0
5.12,78,37,43,11,7,4,195,291,0,190,74,13,0,1,0,0
5.34,117,68,49,26,4,9,344,501,0,240,79,20,0,1,0,0
3.61,192,76,147,17,11,14,568,789,0,205,73,30,0,0,1,0
7.29,70,44,34,14,4,3,163,264,0,245,76,11,1,0,0,0
5.49,206,105,93,24,11,9,516,765,0,205,74,31,1,0,0,0
5.33,136,77,88,18,6,6,390,594,0,160,73,25,0,1,0,0
4.16,187,92,117,18,13,11,597,843,0,220,77,32,1,0,0,0
4.53,228,109,135,32,17,9,649,917,0,250,76,33,0,0,1,0
4.51,247,106,112,26,18,7,634,900,0,210,78,32,0,0,1,0
3.82,202,84,131,22,15,7,594,842,0,175,72,32,0,0,1,0
5.14,95,48,80,12,4,6,252,370,17,190,75,6,1,0,0,0
3.19,208,78,132,19,16,5,660,876,0,225,78,32,0,0,0,1
4.67,108,49,53,11,5,4,283,431,7,185,73,7,1,0,0,0
3.76,242,98,216,28,16,11,703,993,0,260,79,35,0,1,0,0
4.24,31,22,49,5,4,0,140,191,0,190,73,9,0,1,0,0
4.12,224,102,176,31,14,13,669,930,0,215,77,34,0,1,0,0
3.81,81,38,51,10,4,8,269,377,0,240,81,13,0,1,0,0
3.71,174,77,122,15,11,12,561,787,2,190,71,29,1,0,0,0
4.52,195,96,176,23,12,14,573,816,0,220,75,31,1,0,0,0
5.34,176,87,89,22,9,8,440,661,0,245,74,24,0,0,1,0
6.11,52,31,52,8,2,4,137,204,0,210,74,9,0,1,0,0
5.12,109,58,64,7,7,6,306,440,1,195,75,15,1,0,0,0
4.86,235,118,141,25,13,12,655,959,0,175,73,35,0,0,1,0
3.78,101,50,91,20,11,4,357,504,0,190,72,18,1,0,0,0
3.78,206,89,142,17,9,13,636,902,0,235,74,32,0,1,0,0
5.96,108,51,32,10,3,8,231,348,0,225,78,14,0,1,0,0
3.1,136,54,133,14,12,7,471,659,1,250,79,24,1,0,0,0
5.0,194,114,172,28,17,11,615,860,0,225,82,33,0,0,0,1
3.24,132,52,163,15,10,8,434,610,0,185,72,24,1,0,0,0
5.57,179,96,129,18,8,12,465,689,0,176,71,27,0,1,0,0
5.69,145,79,61,17,7,7,375,554,0,200,72,23,1,0,0,0
4.22,54,28,71,3,1,5,179,258,6,240,74,5,1,0,0,0
3.56,203,86,190,14,13,11,653,922,0,235,78,33,0,1,0,0
4.4,224,98,129,29,14,11,602,882,0,205,75,33,1,0,0,0
4.74,132,66,98,19,8,7,376,542,0,175,71,21,0,1,0,0
4.93,196,92,100,27,9,11,504,714,0,220,75,27,0,0,1,0
4.31,179,87,160,28,15,13,545,797,0,195,72,32,0,1,0,0
2.16,89,29,144,9,12,3,363,473,2,220,75,16,1,0,0,0
4.89,179,84,97,17,11,9,464,679,0,230,74,26,0,0,1,0
5.86,105,51,34,10,3,6,235,358,0,245,80,15,1,0,0,0
7.07,80,50,46,8,2,5,191,295,5,215,74,8,0,1,0,0
5.9,234,124,136,32,9,18,567,847,2,185,73,29,0,1,0,0
3.63,221,88,123,14,16,8,654,913,1,230,78,34,0,0,1,0
4.74,166,84,84,21,7,10,478,689,0,190,74,27,1,0,0,0
4.69,153,71,81,14,9,11,409,572,0,170,72,22,0,0,1,0
5.69,176,85,99,20,11,9,403,620,8,234,78,17,1,0,0,0
4.76,202,93,117,19,8,10,528,788,0,245,74,30,1,0,0,0
4.19,64,25,24,11,5,2,161,234,2,180,72,9,0,1,0,0
6.02,221,130,96,35,14,16,583,870,0,220,73,33,0,0,1,0
5.59,132,78,77,20,6,9,377,563,0,225,79,24,1,0,0,0
4.48,108,66,137,19,9,8,398,550,0,170,71,23,0,0,0,1
10.27,38,27,9,7,0,4,71,120,0,160,73,6,0,1,0,0
6.29,120,72,59,14,6,12,309,489,20,280,78,15,1,0,0,0
4.48,183,93,156,24,11,8,560,811,0,180,75,32,0,1,0,0
4.57,19,11,20,4,0,2,65,103,0,185,74,5,0,1,0,0
4.52,228,108,157,23,16,12,645,907,0,230,76,34,0,0,1,0
5.19,163,88,90,29,8,8,458,662,0,200,75,26,0,0,1,0
5.71,44,26,31,7,1,5,123,189,3,225,75,7,1,0,0,0
6.57,164,89,58,19,7,11,366,556,2,195,75,21,0,1,0,0
4.98,218,115,117,22,10,15,623,903,0,210,77,33,0,0,1,0
4.39,179,78,82,25,6,12,480,685,0,170,72,25,0,0,1,0
7.14,124,74,50,19,6,7,280,430,0,200,78,17,0,0,1,0
3.51,184,77,172,22,15,7,592,804,0,185,74,32,0,0,0,1
3.91,194,86,189,29,12,7,594,833,0,240,76,31,0,1,0,0
4.2,87,45,70,18,3,3,289,411,11,220,72,11,1,0,0,0
4.82,157,75,99,20,11,11,420,613,0,235,74,22,1,0,0,0
4.82,98,52,50,12,4,5,291,421,0,205,73,18,0,1,0,0
5.57,230,118,104,31,11,16,572,871,0,175,72,33,0,1,0,0
7.54,27,19,21,3,0,5,68,113,0,200,73,6,0,0,1,0
2.98,220,73,166,18,15,8,662,896,1,190,72,32,0,0,0,1
4.5,206,100,156,21,15,10,600,872,0,230,72,33,0,1,0,0
4.81,146,73,96,20,7,7,410,606,0,210,74,21,0,0,0,1
4.43,36,20,42,4,1,2,122,170,0,200,78,8,1,0,0,0
4.09,187,92,215,23,11,14,607,846,0,195,73,32,0,1,0,0
4.33,206,91,148,19,16,9,567,813,0,270,76,33,0,0,1,0
6.83,89,45,33,9,4,4,178,275,6,225,72,8,0,0,1,0
6.63,88,56,61,13,2,10,228,364,0,225,75,15,0,1,0,0
4.2,238,100,178,27,14,13,643,929,1,235,77,35,0,0,0,1
6.36,209,117,87,23,8,13,497,753,6,200,72,25,0,0,1,0
5.24,82,40,33,7,4,4,206,303,0,220,73,13,0,1,0,0
7.21,46,35,38,9,1,6,131,211,0,230,77,9,0,1,0,0
4.32,197,78,83,24,12,9,487,689,0,180,74,28,0,0,1,0
4.48,85,38,37,6,5,5,229,337,0,220,73,14,0,1,0,0
5.71,202,106,76,19,11,10,501,740,0,220,77,29,0,1,0,0
3.84,206,89,137,29,13,13,626,881,0,225,74,32,1,0,0,0
5.64,154,85,98,17,9,10,407,611,1,195,71,24,1,0,0,0
3.84,195,87,99,23,17,8,612,849,1,200,73,33,0,0,1,0
7.46,86,55,59,21,3,8,199,311,5,170,74,9,0,1,0,0
4.75,149,64,52,19,7,7,364,548,7,185,72,16,1,0,0,0
3.22,182,69,172,17,12,11,578,802,0,300,78,28,0,0,1,0
4.28,181,97,141,21,16,8,612,846,0,175,74,33,1,0,0,0
2.77,186,72,245,24,19,6,701,923,0,210,72,34,0,0,1,0
5.7,150,73,81,16,5,9,346,522,3,205,74,19,0,1,0,0
3.97,220,90,183,28,15,7,612,834,0,205,77,31,0,0,0,1
3.59,189,85,180,21,11,9,640,894,0,185,77,32,0,0,0,1
5.78,75,43,49,14,2,4,201,296,5,215,73,10,1,0,0,0
3.82,105,45,116,9,6,7,318,430,0,195,73,17,0,0,1,0
5.94,246,119,70,38,11,15,541,811,2,280,76,31,0,1,0,0
8.46,42,26,12,9,0,3,83,137,2,200,77,3,0,1,0,0
3.49,221,90,211,23,16,9,696,960,0,210,75,35,0,0,0,1
4.74,198,98,169,29,14,11,558,813,0,200,71,32,1,0,0,0
5.46,105,53,58,20,3,10,262,394,8,220,74,13,0,1,0,0
4.12,207,87,104,21,12,7,570,837,0,225,74,32,0,1,0,0
4.47,110,49,56,10,5,4,296,431,11,165,74,6,0,1,0,0
4.82,93,43,46,11,2,7,241,361,1,175,75,15,0,1,0,0
4.73,123,59,76,17,8,7,337,491,2,220,76,15,0,1,0,0
8.42,93,58,35,17,2,10,186,295,1,185,73,12,0,1,0,0
4.97,185,91,79,23,15,8,494,736,0,185,75,30,0,1,0,0
4.83,185,90,123,27,12,10,503,747,1,235,76,30,0,1,0,0
7.33,50,35,25,9,1,2,129,213,3,215,72,5,1,0,0,0
4.84,206,109,184,23,11,12,608,872,0,210,74,32,0,0,0,1
3.63,187,75,124,21,17,9,558,776,0,235,77,30,0,1,0,0
3.61,93,37,55,13,9,1,277,397,11,195,72,4,1,0,0,0
6.62,67,39,25,6,1,4,159,249,0,200,76,10,1,0,0,0
4.63,135,72,90,19,7,11,420,610,0,210,74,23,0,1,0,0
3.63,233,88,76,12,19,6,654,900,1,225,76,33,1,0,0,0
