ERA,Hits,Earned Runs,Strike Outs,Home Runs,Wins,Losses,Outs Pitched,Batters Faced by Pitcher,Games Finished,Weight,Height,Games Started,salBin_low,salBin_mid,salBin_high,salBin_top
5.35,144,78,95,28,4,10,394,579,3,170,74,21,1,0,0,0
5.38,113,57,38,14,4,8,286,418,0,160,73,17,0,1,0,0
4.62,32,20,40,2,2,2,117,173,7,205,75,3,1,0,0,0
3.28,151,60,144,14,15,4,494,688,0,185,74,26,1,0,0,0
3.24,186,78,178,16,18,8,651,895,0,230,76,34,0,1,0,0
4.84,173,92,121,24,13,9,513,707,0,200,75,29,0,1,0,0
5.34,101,51,57,11,4,10,258,391,1,185,76,16,0,0,1,0
2.29,17,5,13,3,1,1,59,77,0,195,75,3,0,1,0,0
3.42,210,80,171,16,17,9,631,890,0,210,77,32,0,1,0,0
3.42,140,68,111,20,12,6,537,743,2,187,72,29,1,0,0,0
3.32,198,85,147,28,13,8,692,931,0,170,72,34,0,0,1,0
3.47,182,80,159,21,19,7,622,862,0,200,78,30,0,1,0,0
4.05,208,97,182,27,18,10,647,886,0,185,74,33,0,0,0,1
8.88,76,48,22,10,1,4,146,230,7,200,75,7,0,0,1,0
5.26,170,96,111,26,8,11,493,724,0,200,76,28,0,0,1,0
4.72,56,29,47,10,1,7,166,260,0,235,75,12,1,0,0,0
3.39,189,83,193,26,16,6,661,926,0,210,74,34,0,1,0,0
3.18,194,68,118,19,13,8,578,806,1,205,73,31,1,0,0,0
4.66,70,30,32,7,4,5,174,258,0,250,75,9,0,0,1,0
4.53,57,28,38,5,0,5,167,250,3,200,74,8,1,0,0,0
3.77,188,91,162,40,15,9,652,896,0,175,72,32,0,1,0,0
3.61,191,86,137,15,14,10,643,911,0,200,73,33,0,1,0,0
3.01,215,78,208,17,19,9,699,956,0,190,72,34,1,0,0,0
3.28,198,75,128,16,14,11,618,862,0,230,72,32,1,0,0,0
5.75,154,93,121,20,9,8,437,666,0,210,74,25,0,0,1,0
5.97,96,50,48,13,5,5,226,348,0,190,72,14,0,1,0,0
6.3,98,52,51,14,3,8,223,350,0,265,77,14,0,1,0,0
4.66,148,67,93,18,8,7,388,574,0,270,76,24,1,0,0,0
3.0,182,74,155,21,15,10,667,869,0,225,72,32,0,1,0,0
5.44,79,53,61,13,4,5,263,388,0,180,72,16,0,0,1,0
3.27,144,49,97,6,13,5,404,570,0,235,77,22,0,0,1,0
3.24,189,70,136,24,14,7,583,812,4,200,72,28,1,0,0,0
4.09,172,80,120,26,7,9,528,736,0,220,73,28,0,1,0,0
6.78,90,54,41,19,2,9,215,336,4,166,71,12,1,0,0,0
5.76,159,89,93,28,6,11,417,634,0,190,73,25,1,0,0,0
4.72,124,62,62,12,9,5,355,490,0,180,74,21,0,0,1,0
6.59,28,21,19,7,2,1,86,130,1,290,83,6,1,0,0,0
5.03,70,38,76,8,1,4,204,308,7,175,71,6,1,0,0,0
4.21,211,95,109,15,8,15,609,858,0,220,77,30,1,0,0,0
3.78,192,79,121,32,15,7,564,778,0,195,72,32,0,0,1,0
5.32,77,39,36,10,3,5,198,290,3,175,75,6,1,0,0,0
3.64,144,56,84,17,6,12,415,598,6,215,77,21,1,0,0,0
4.86,80,40,47,13,3,6,222,322,0,210,75,13,0,0,1,0
5.14,89,44,38,13,5,4,231,340,6,200,73,9,0,1,0,0
6.06,176,90,77,18,5,15,401,623,1,205,75,23,0,1,0,0
3.84,212,90,107,21,13,8,632,892,0,200,73,33,0,0,1,0
3.23,204,73,76,22,14,8,611,846,0,190,75,33,0,1,0,0
5.6,83,56,67,11,5,10,270,382,0,240,78,15,0,1,0,0
4.7,227,110,140,30,10,16,632,913,0,170,74,34,0,1,0,0
4.37,198,102,149,17,13,11,630,891,0,300,78,33,0,1,0,0
3.23,218,93,316,29,23,7,778,1017,0,205,77,35,0,0,0,1
3.45,148,71,196,15,13,8,556,769,0,185,77,29,0,1,0,0
4.88,119,64,65,17,9,8,354,510,4,186,72,15,1,0,0,0
4.89,190,87,82,21,8,9,480,706,0,205,77,26,0,0,1,0
4.15,237,100,170,21,11,16,650,934,0,195,73,34,1,0,0,0
5.53,88,61,48,16,2,7,298,434,10,220,74,14,1,0,0,0
5.52,238,116,98,23,8,16,567,868,0,187,72,30,0,1,0,0
5.4,48,27,34,4,2,5,135,205,0,195,76,10,0,1,0,0
7.52,26,17,12,4,0,2,61,92,1,195,75,4,0,0,1,0
5.18,271,129,137,33,4,18,672,1008,0,190,77,33,1,0,0,0
5.32,229,123,109,32,9,16,624,912,0,225,74,33,0,1,0,0
5.39,188,92,67,9,10,12,461,714,1,165,74,27,0,1,0,0
4.45,144,69,95,17,8,8,419,611,2,175,69,18,1,0,0,0
4.88,136,69,76,21,7,8,382,550,0,175,75,21,0,1,0,0
6.13,88,42,33,11,1,5,185,288,0,195,75,11,1,0,0,0
4.49,212,102,126,31,10,10,613,871,0,220,76,32,0,1,0,0
7.9,42,24,13,11,0,3,82,124,1,185,73,3,1,0,0,0
3.37,170,65,105,16,11,11,521,741,0,185,75,30,0,1,0,0
3.93,135,64,75,19,6,9,440,608,0,185,75,23,0,1,0,0
3.91,243,100,179,28,10,13,691,971,0,210,74,34,0,1,0,0
5.81,95,60,55,8,4,6,279,399,6,245,75,7,0,1,0,0
2.81,121,51,134,15,11,5,490,657,10,210,74,15,0,1,0,0
3.15,183,72,139,19,18,6,618,852,0,190,73,32,1,0,0,0
3.18,112,43,75,4,6,8,365,509,0,200,77,17,0,1,0,0
3.75,210,86,137,21,19,7,619,873,0,187,75,31,0,1,0,0
3.58,197,79,134,21,12,14,595,845,0,205,75,33,1,0,0,0
5.83,50,27,20,6,1,3,125,185,1,210,75,4,1,0,0,0
4.98,38,24,33,9,2,5,130,195,0,215,75,9,1,0,0,0
2.53,84,29,76,10,9,4,310,412,0,180,72,17,0,0,1,0
4.83,219,104,111,29,6,12,581,851,0,235,77,30,0,1,0,0
3.2,172,75,172,23,11,9,632,855,0,205,72,31,1,0,0,0
3.66,169,87,217,22,12,11,641,895,0,210,77,33,0,1,0,0
5.18,200,113,136,32,14,12,589,855,0,225,77,33,1,0,0,0
5.35,115,68,69,15,5,13,343,515,0,240,78,19,0,1,0,0
15.71,40,32,12,3,2,3,55,116,1,220,74,6,0,1,0,0
4.11,143,60,74,15,4,9,394,553,4,210,74,20,1,0,0,0
5.53,120,70,73,15,8,8,342,519,11,190,72,11,1,0,0,0
2.75,182,70,182,24,23,5,688,939,0,205,74,35,1,0,0,0
3.93,126,55,98,12,7,6,378,533,5,225,76,18,1,0,0,0
3.82,66,28,48,7,5,4,198,283,0,192,75,11,1,0,0,0
3.71,162,61,72,21,9,10,444,623,0,190,73,24,0,1,0,0
8.84,60,38,13,8,1,5,116,184,1,195,73,7,0,1,0,0
5.63,105,58,50,17,7,7,278,422,0,180,74,19,0,0,0,1
2.61,25,9,23,4,2,1,93,124,0,205,76,5,0,1,0,0
5.21,54,28,27,4,2,1,145,215,0,190,74,8,1,0,0,0
5.18,90,42,41,8,3,10,219,318,5,180,73,12,0,0,1,0
7.36,47,30,20,8,3,2,110,174,0,174,74,7,0,0,1,0
10.19,28,20,12,5,1,2,53,85,1,225,74,3,1,0,0,0
3.54,197,76,142,13,10,9,580,822,5,210,73,29,0,1,0,0
3.04,132,48,152,9,9,8,426,601,1,230,77,23,0,1,0,0
4.97,127,58,68,14,5,9,315,475,0,190,76,18,0,1,0,0
6.08,104,68,54,14,1,12,302,447,0,205,76,17,1,0,0,0
9.68,59,38,20,9,0,2,106,190,1,215,77,5,1,0,0,0
5.56,193,100,108,23,6,19,486,727,0,210,72,28,1,0,0,0
2.39,184,56,185,11,14,9,633,856,0,195,76,32,0,0,0,1
4.14,250,106,119,22,14,14,691,978,0,240,74,35,1,0,0,0
5.15,202,104,107,20,12,9,545,785,1,175,74,30,0,0,1,0
4.7,18,12,21,2,0,2,69,106,0,230,76,4,0,1,0,0
8.75,44,35,35,14,1,4,108,165,3,200,76,5,1,0,0,0
6.81,57,29,22,7,1,4,115,184,8,190,74,4,1,0,0,0
4.6,124,70,93,12,11,8,411,596,0,212,75,23,1,0,0,0
4.11,169,92,171,22,14,12,605,851,0,190,75,32,0,1,0,0
3.91,199,92,190,24,17,9,635,878,0,205,76,33,0,0,0,1
3.87,223,104,173,30,15,13,726,984,0,285,71,34,0,0,1,0
8.47,43,32,25,7,1,2,102,168,0,195,75,6,1,0,0,0
3.3,52,26,72,4,7,2,213,293,2,255,76,9,0,0,1,0
6.02,160,83,43,8,4,6,372,579,4,215,75,16,1,0,0,0
4.67,236,101,46,18,6,17,584,842,0,200,77,32,1,0,0,0
6.05,66,41,65,7,2,7,183,284,3,170,74,6,1,0,0,0
7.21,65,43,38,15,3,5,161,233,1,175,73,7,0,1,0,0
6.34,134,66,53,11,4,11,281,434,1,160,75,17,0,1,0,0
4.77,204,93,100,23,9,16,526,765,0,250,79,29,0,1,0,0
4.68,172,86,85,25,8,11,496,696,0,195,78,27,1,0,0,0
4.18,132,61,61,8,9,8,394,580,0,185,76,23,1,0,0,0
6.54,134,84,84,14,3,7,347,545,1,215,74,20,0,1,0,0
5.07,212,99,113,22,8,8,527,781,1,200,71,30,0,1,0,0
4.03,58,27,67,6,4,4,181,261,0,205,74,10,0,0,0,1
4.94,98,51,68,12,4,7,279,424,2,215,74,18,1,0,0,0
4.08,173,83,146,20,9,12,549,789,0,190,74,31,1,0,0,0
6.27,73,36,20,13,4,4,155,253,0,240,79,10,1,0,0,0
4.29,189,86,159,15,13,9,541,797,12,205,73,26,0,1,0,0
5.73,182,97,103,20,8,11,457,699,0,185,74,28,0,1,0,0
5.68,93,49,55,17,1,7,233,354,15,180,73,6,0,1,0,0
5.26,166,83,71,22,10,9,426,625,0,205,74,26,1,0,0,0
4.33,46,21,26,5,0,3,131,197,12,170,73,4,1,0,0,0
5.47,82,48,63,9,6,5,237,346,2,160,73,14,1,0,0,0
3.57,199,84,99,34,11,13,636,877,0,190,75,32,1,0,0,0
5.5,201,119,116,36,10,13,584,870,1,195,74,34,1,0,0,0
4.51,196,101,144,31,12,14,604,862,0,250,76,33,0,0,1,0
4.51,188,96,108,28,12,13,575,813,0,210,78,32,1,0,0,0
7.11,120,74,39,22,9,6,281,441,0,200,74,18,1,0,0,0
4.52,205,92,82,21,9,14,550,791,0,175,72,32,0,0,0,1
5.33,204,100,60,30,4,15,507,741,3,200,71,26,0,0,1,0
4.22,117,51,51,18,3,5,326,484,4,215,77,13,0,1,0,0
3.25,253,96,204,26,22,7,798,1071,0,225,78,36,0,1,0,0
3.84,186,81,110,14,14,8,570,823,0,185,70,31,0,0,0,1
6.3,118,66,49,14,2,12,283,448,0,185,76,18,0,1,0,0
5.71,156,88,86,30,7,8,416,603,0,215,75,24,0,1,0,0
5.51,207,97,76,24,9,9,475,703,0,240,81,30,1,0,0,0
4.09,150,73,100,25,7,8,482,676,2,210,74,22,0,1,0,0
3.2,225,83,178,27,15,10,700,967,0,245,74,33,0,1,0,0
4.61,87,47,48,9,7,5,275,397,0,185,75,16,1,0,0,0
2.7,197,72,162,15,16,7,720,967,0,175,73,34,0,1,0,0
3.86,129,63,140,16,9,7,441,656,0,215,72,27,0,1,0,0
5.87,113,60,49,15,4,8,276,413,0,200,74,16,0,1,0,0
5.11,212,103,119,20,12,13,544,820,0,235,74,32,1,0,0,0
5.22,137,59,45,7,2,10,305,471,40,170,75,7,0,1,0,0
4.18,216,88,118,22,10,10,569,858,0,225,78,32,0,1,0,0
4.26,125,54,125,16,6,8,342,489,0,225,82,18,0,0,0,1
6.13,167,91,77,19,3,12,401,619,7,227,76,22,1,0,0,0
3.56,34,17,33,6,1,5,129,181,0,176,71,7,0,1,0,0
5.19,201,110,152,27,10,13,572,847,1,220,77,31,1,0,0,0
6.04,111,64,51,14,3,8,286,442,0,235,76,18,1,0,0,0
4.63,223,105,151,31,10,16,612,885,0,235,78,33,1,0,0,0
4.19,206,98,116,27,10,15,632,884,0,195,72,33,0,1,0,0
5.79,99,54,49,12,3,7,252,376,13,225,76,8,1,0,0,0
3.61,41,21,44,7,3,3,157,210,0,205,75,9,1,0,0,0
3.99,176,80,139,15,15,9,542,798,0,200,74,30,0,0,1,0
7.3,163,103,88,23,10,9,381,594,0,240,76,26,1,0,0,0
5.75,216,123,112,24,12,15,578,840,0,175,71,31,0,0,1,0
4.34,179,86,147,24,12,10,535,773,0,195,72,31,1,0,0,0
2.9,196,73,207,17,21,9,679,922,0,230,74,34,0,1,0,0
4.61,211,103,130,28,14,11,603,850,0,215,74,33,1,0,0,0
5.82,188,95,103,24,7,10,441,663,0,185,73,26,1,0,0,0
4.47,216,101,110,17,17,7,610,886,0,230,78,33,0,1,0,0
3.96,225,96,124,24,16,11,655,901,0,170,72,36,0,0,0,1
5.73,231,123,87,34,9,21,580,847,0,180,72,33,1,0,0,0
2.22,147,46,206,7,14,4,560,749,0,170,71,29,0,0,0,1
3.77,197,88,115,31,10,8,630,868,1,170,74,32,1,0,0,0
6.3,159,91,50,21,8,8,390,576,4,160,73,21,0,1,0,0
5.35,33,23,25,6,4,1,116,167,2,280,78,5,1,0,0,0
4.59,187,95,130,30,15,13,559,785,0,180,75,32,1,0,0,0
6.75,98,50,36,10,3,5,200,311,8,154,74,5,0,1,0,0
4.13,168,86,161,17,14,13,562,797,0,185,74,33,0,1,0,0
4.01,210,99,169,19,14,12,666,930,0,230,76,35,0,0,1,0
2.65,15,5,7,2,1,0,51,66,0,200,75,3,0,0,1,0
7.9,22,12,5,4,0,0,41,66,0,195,75,3,0,1,0,0
3.76,164,72,120,20,11,8,517,703,0,210,77,27,0,0,0,1
4.7,121,60,57,12,9,7,345,518,0,187,72,20,0,1,0,0
3.27,199,78,129,19,21,7,645,897,0,170,72,33,0,0,1,0
3.13,180,65,128,15,15,9,560,747,0,200,78,26,0,1,0,0
4.91,117,54,42,17,3,4,297,445,14,200,75,3,0,1,0,0
3.4,192,81,195,21,17,8,644,855,0,185,74,31,0,0,0,1
4.43,205,95,143,20,14,9,579,848,0,240,76,32,1,0,0,0
7.9,47,31,21,12,2,4,106,161,0,200,76,7,0,0,1,0
3.09,175,75,177,24,16,13,655,897,0,210,74,33,0,0,1,0
4.16,233,92,118,24,10,12,597,864,0,205,73,34,1,0,0,0
5.04,201,101,88,21,13,11,541,786,0,250,75,32,1,0,0,0
5.2,209,104,94,28,16,13,540,814,0,175,72,32,0,1,0,0
3.81,177,90,149,17,21,7,637,912,0,200,73,34,0,1,0,0
2.97,116,42,108,15,10,5,382,514,0,190,72,21,0,1,0,0
3.62,196,84,133,22,14,12,626,876,0,230,72,32,1,0,0,0
7.58,34,25,16,5,1,3,89,146,0,210,74,7,0,0,0,1
11.94,27,23,8,2,1,1,52,95,0,165,71,5,1,0,0,0
6.18,60,30,14,12,0,3,131,200,1,190,72,7,1,0,0,0
4.3,204,96,133,19,12,13,603,846,1,265,77,32,0,1,0,0
4.11,173,89,156,33,12,11,584,827,0,195,73,32,1,0,0,0
4.13,195,90,138,21,14,10,589,811,0,270,76,32,0,1,0,0
4.52,191,93,141,28,12,12,556,772,0,225,72,30,0,1,0,0
5.38,103,62,117,20,4,7,311,473,0,225,75,19,1,0,0,0
4.02,227,93,180,21,21,8,625,896,0,235,77,33,0,0,0,1
4.0,70,28,43,3,3,2,189,276,8,190,75,7,1,0,0,0
3.78,192,89,151,19,16,11,635,890,0,200,72,32,1,0,0,0
3.77,147,62,100,10,14,6,444,622,0,220,73,21,0,1,0,0
2.43,183,57,245,15,18,6,634,863,0,230,77,30,0,1,0,0
4.49,242,106,120,32,14,10,637,888,0,180,74,33,0,0,1,0
4.0,181,81,100,21,12,4,547,781,0,220,73,29,1,0,0,0
3.68,179,72,116,16,10,14,528,769,0,230,71,32,1,0,0,0
3.59,172,76,151,16,14,9,572,802,0,220,77,29,0,1,0,0
5.07,155,76,71,21,6,12,405,583,1,195,72,21,0,0,1,0
4.9,107,55,65,7,2,3,303,455,11,190,71,8,1,0,0,0
5.08,36,16,15,4,1,2,85,131,0,205,75,5,0,1,0,0
6.05,28,13,16,3,0,2,58,88,1,195,73,3,1,0,0,0
5.1,180,91,99,23,15,9,482,711,0,190,73,31,1,0,0,0
5.73,89,52,41,16,3,9,245,360,0,195,75,15,1,0,0,0
4.57,227,99,116,22,13,8,585,851,0,200,73,31,0,1,0,0
5.45,102,61,47,17,1,9,302,449,12,230,75,11,1,0,0,0
4.53,170,74,41,14,10,5,441,632,0,190,75,27,0,0,1,0
6.42,171,88,93,11,1,12,370,573,1,170,74,19,0,1,0,0
3.6,190,79,141,19,13,9,593,832,0,300,78,30,0,1,0,0
3.07,127,54,169,17,12,3,475,644,7,210,72,18,1,0,0,0
2.95,144,55,194,17,8,9,504,673,0,205,77,24,0,0,0,1
2.34,152,54,208,14,17,5,623,819,0,185,77,29,0,0,1,0
5.77,135,78,53,17,7,11,365,553,0,205,77,25,0,0,1,0
3.82,193,80,110,18,9,12,565,806,0,215,73,31,1,0,0,0
4.45,232,109,157,29,11,13,662,931,0,195,73,34,1,0,0,0
2.85,138,47,111,12,5,6,445,609,5,175,73,13,1,0,0,0
5.56,153,78,74,21,9,5,379,563,7,185,74,16,1,0,0,0
4.62,137,66,72,14,5,12,386,566,4,220,74,19,1,0,0,0
5.83,98,51,30,12,3,3,236,366,0,210,74,13,1,0,0,0
4.59,167,89,91,30,7,13,523,747,3,195,76,27,0,1,0,0
5.96,28,17,13,4,1,2,77,121,0,200,75,5,1,0,0,0
5.94,107,59,54,14,7,6,268,415,7,190,77,8,0,1,0,0
3.57,147,56,78,11,10,7,423,597,0,225,74,21,0,1,0,0
4.67,82,42,58,6,3,4,243,353,10,175,69,6,1,0,0,0
4.85,234,117,136,27,13,14,651,910,0,175,75,35,0,1,0,0
5.28,252,119,114,35,13,9,608,903,0,220,76,32,0,1,0,0
4.76,128,64,84,19,7,5,363,518,7,150,71,16,1,0,0,0
5.24,132,65,88,15,6,9,335,503,0,200,77,18,1,0,0,0
3.78,204,86,111,26,16,10,614,857,0,185,75,33,0,1,0,0
4.73,90,42,47,8,2,3,240,349,7,245,75,7,1,0,0,0
6.1,148,78,47,23,8,8,345,511,0,185,75,22,0,1,0,0
3.24,198,83,241,28,13,12,692,938,0,210,74,34,0,0,1,0
4.09,193,92,169,23,11,7,607,872,2,210,74,33,0,1,0,0
4.88,59,30,29,11,2,2,166,242,2,195,74,7,1,0,0,0
4.43,205,102,118,34,10,15,622,876,0,190,73,32,0,1,0,0
5.99,211,106,93,16,7,9,478,735,3,200,77,24,0,1,0,0
4.14,242,98,101,24,15,7,639,887,0,187,75,30,0,1,0,0
3.28,171,72,147,24,10,9,592,835,0,205,75,31,1,0,0,0
4.33,142,64,58,9,7,10,399,580,4,210,75,22,1,0,0,0
3.3,148,59,142,13,14,6,482,668,0,230,74,27,1,0,0,0
3.87,220,95,153,20,18,9,662,944,1,180,72,33,0,0,1,0
5.33,92,43,42,13,6,3,218,328,7,220,76,4,1,0,0,0
4.64,190,86,93,24,8,10,500,730,0,235,77,28,0,1,0,0
4.23,176,94,177,27,16,10,600,850,0,205,72,33,0,1,0,0
3.2,152,75,266,24,14,11,633,887,0,210,77,32,0,0,1,0
6.15,91,59,47,16,1,7,259,388,1,225,77,15,1,0,0,0
3.11,188,74,168,9,13,11,642,907,0,275,76,32,1,0,0,0
4.21,165,88,132,21,12,10,565,836,2,190,72,28,1,0,0,0
3.3,186,85,146,19,14,12,695,957,0,205,74,35,0,1,0,0
6.7,49,35,25,8,2,5,141,222,0,185,75,9,0,1,0,0
5.94,188,104,117,30,5,12,473,704,3,185,72,27,1,0,0,0
4.95,91,42,49,6,3,4,229,344,26,225,76,8,1,0,0,0
9.68,39,33,20,6,0,1,92,151,0,192,75,7,1,0,0,0
4.03,109,54,102,12,7,6,362,499,6,175,73,15,0,1,0,0
5.64,217,104,70,33,6,12,498,745,2,190,73,26,0,1,0,0
4.88,66,39,54,13,2,4,216,320,0,205,76,16,0,1,0,0
4.03,171,80,142,17,10,9,536,764,0,185,75,29,1,0,0,0
4.8,206,106,104,22,10,13,596,867,7,210,73,31,0,1,0,0
3.79,137,66,152,16,9,9,470,654,0,230,77,26,0,1,0,0
5.68,113,65,95,19,3,5,309,456,2,250,76,15,1,0,0,0
4.22,137,62,83,7,8,8,397,564,0,190,76,20,0,0,1,0
6.92,98,60,51,15,4,8,234,364,19,230,75,9,0,1,0,0
4.89,168,100,168,24,11,13,552,793,0,210,72,32,1,0,0,0
4.09,132,60,83,14,10,6,396,551,0,195,76,22,0,0,0,1
3.89,257,106,165,33,16,10,736,1016,0,240,74,35,0,1,0,0
3.68,102,49,113,9,7,6,360,490,0,230,76,19,0,1,0,0
3.94,123,50,79,18,8,7,343,482,0,185,73,19,0,0,1,0
7.94,18,10,9,2,0,1,34,58,1,190,74,3,1,0,0,0
4.99,91,49,80,18,6,8,265,385,0,225,74,17,1,0,0,0
3.46,169,70,152,24,15,5,546,746,0,230,78,28,1,0,0,0
3.68,155,74,190,23,9,13,543,775,0,190,75,30,0,0,1,0
2.98,169,71,218,15,18,4,643,878,0,205,76,33,0,0,1,0
5.01,215,116,158,38,18,12,625,897,0,285,71,34,0,0,0,1
5.64,93,60,82,22,8,5,287,425,0,255,76,18,0,0,1,0
8.42,42,24,12,4,1,3,77,125,0,200,77,5,1,0,0,0
7.16,63,39,17,9,2,3,147,230,0,220,78,10,1,0,0,0
7.63,45,26,16,6,1,2,92,144,0,250,79,7,0,1,0,0
3.39,192,78,166,14,12,12,622,880,0,215,76,34,1,0,0,0
5.51,148,70,72,13,2,7,343,540,2,195,78,19,1,0,0,0
3.93,117,51,61,13,5,10,350,496,0,185,76,19,1,0,0,0
4.75,107,45,55,11,1,6,256,386,7,200,71,9,0,1,0,0
5.61,136,65,57,17,6,7,313,480,2,215,75,15,1,0,0,0
6.28,37,27,36,6,0,2,116,179,4,200,78,3,1,0,0,0
6.39,76,53,48,12,4,6,224,338,0,230,75,14,1,0,0,0
6.86,55,30,23,11,1,2,118,180,6,215,74,6,1,0,0,0
6.66,63,38,38,10,5,6,154,239,5,225,74,8,1,0,0,0
4.61,204,102,153,28,11,14,598,848,0,190,74,33,0,1,0,0
9.8,57,45,23,8,0,6,124,199,0,240,79,8,1,0,0,0
3.93,192,91,191,21,11,12,625,878,0,205,73,33,0,0,1,0
5.84,223,131,117,30,15,8,606,904,0,185,74,34,0,1,0,0
5.51,136,68,59,9,3,8,333,505,2,180,73,12,0,1,0,0
4.64,193,92,82,17,11,10,535,770,0,205,74,32,1,0,0,0
6.65,171,105,117,31,4,15,426,652,0,160,73,27,1,0,0,0
4.9,224,109,104,33,4,16,601,870,0,190,75,32,0,1,0,0
3.2,96,38,82,8,4,7,321,446,0,250,76,15,0,0,1,0
4.89,223,118,113,34,12,11,651,923,0,210,78,33,0,1,0,0
4.85,59,23,30,4,1,2,128,201,5,190,70,4,1,0,0,0
3.6,204,85,109,20,11,14,637,904,0,175,72,33,0,0,0,1
5.35,157,88,49,24,9,8,444,638,0,190,75,24,1,0,0,0
6.97,72,39,22,9,0,5,151,235,1,200,74,8,0,1,0,0
4.7,134,62,59,17,7,6,356,513,7,215,77,14,0,1,0,0
4.2,140,62,95,13,8,8,399,561,0,225,78,21,0,0,1,0
4.28,198,82,87,15,13,9,517,760,0,185,70,29,0,0,0,1
4.86,177,87,125,26,10,9,483,711,0,260,79,28,1,0,0,0
9.6,26,16,8,3,0,3,45,79,1,185,76,4,0,1,0,0
4.81,211,98,87,21,10,15,550,803,1,240,81,30,1,0,0,0
6.95,90,62,33,16,2,9,241,373,2,210,74,16,0,1,0,0
4.53,132,66,102,15,6,9,393,565,26,195,75,18,0,1,0,0
3.6,234,102,186,26,11,15,765,1053,0,245,74,35,0,0,1,0
3.3,73,31,84,9,8,2,254,359,0,210,74,15,0,1,0,0
3.53,194,74,103,8,12,6,566,793,0,175,73,27,0,0,1,0
4.71,155,90,99,21,13,8,516,749,0,215,72,31,0,1,0,0
5.51,241,123,133,27,11,12,603,925,0,235,74,33,1,0,0,0
5.13,222,112,125,22,8,15,590,859,0,225,78,33,0,1,0,0
2.6,177,71,290,18,16,14,737,964,0,225,82,35,0,0,0,1
3.66,163,66,117,17,9,7,487,705,0,227,76,27,1,0,0,0
6.23,17,12,6,1,2,1,52,77,2,176,71,3,0,1,0,0
4.58,145,69,87,17,4,6,407,603,3,180,74,17,1,0,0,0
5.78,77,40,52,8,3,4,187,286,10,220,77,6,1,0,0,0
5.25,142,79,81,20,7,6,406,599,6,235,76,19,1,0,0,0
4.67,215,103,144,22,14,13,595,855,0,235,78,32,1,0,0,0
4.12,226,93,121,26,15,14,609,870,0,195,72,34,0,1,0,0
5.43,188,108,161,30,14,8,537,802,0,205,75,33,1,0,0,0
3.21,138,62,117,16,10,8,521,750,0,200,74,30,0,0,0,1
4.11,13,7,11,1,1,1,46,71,0,240,76,3,1,0,0,0
5.32,170,88,93,24,7,10,447,656,0,175,71,24,0,1,0,0
4.33,216,85,102,20,14,8,530,749,0,220,75,27,0,1,0,0
4.06,171,89,168,26,12,10,592,845,0,195,72,32,0,1,0,0
4.86,156,76,83,23,9,5,422,604,0,230,74,21,0,1,0,0
5.34,240,115,111,28,9,13,582,883,1,215,74,34,1,0,0,0
3.59,164,68,121,21,14,9,512,714,3,185,73,23,1,0,0,0
5.42,224,110,105,15,14,12,548,839,0,230,78,33,0,1,0,0
4.02,218,95,151,35,16,11,638,872,0,170,72,33,0,0,1,0
4.31,244,104,108,25,11,13,651,928,0,180,72,33,1,0,0,0
3.71,215,83,138,26,15,7,604,874,0,220,73,32,0,1,0,0
3.9,193,94,227,26,16,9,651,903,0,170,71,33,0,0,0,1
5.61,234,116,120,38,9,19,558,832,0,170,74,31,0,1,0,0
5.01,139,71,99,21,7,7,383,565,0,180,75,23,0,1,0,0
3.35,76,33,74,11,7,7,266,383,0,185,74,15,0,1,0,0
4.85,155,76,125,14,9,6,423,628,0,230,76,25,0,0,0,1
4.75,196,106,161,43,14,6,603,862,0,200,75,34,0,0,1,0
6.62,71,38,37,6,2,4,155,244,2,225,75,9,1,0,0,0
4.72,205,106,131,35,15,10,606,850,0,210,77,32,0,0,0,1
5.21,217,117,125,44,7,13,606,888,1,170,72,33,0,0,1,0
4.43,223,111,140,25,17,8,677,952,0,200,78,33,0,1,0,0
4.59,178,84,132,22,12,9,494,697,0,185,74,27,0,0,0,1
5.52,196,108,116,31,11,11,528,778,1,240,76,31,1,0,0,0
8.25,105,77,54,19,4,11,252,393,0,210,74,18,0,0,1,0
5.8,138,76,59,15,6,8,354,529,1,195,74,20,1,0,0,0
3.4,98,32,38,11,3,7,254,367,0,205,73,15,0,1,0,0
6.44,75,42,33,13,2,3,176,260,3,250,75,8,0,1,0,0
4.43,139,63,82,18,5,7,384,543,13,175,72,14,0,1,0,0
4.13,197,94,143,23,15,9,614,896,0,200,73,34,0,0,1,0
3.49,233,92,206,17,20,10,711,983,0,190,72,35,0,1,0,0
4.53,119,58,82,16,7,7,346,503,0,230,72,20,0,1,0,0
5.46,105,58,63,22,4,7,287,428,0,210,74,16,0,0,0,1
5.03,100,55,99,18,4,7,295,445,0,200,78,19,1,0,0,0
3.0,212,74,139,16,18,8,667,909,0,265,77,31,0,1,0,0
2.27,146,42,173,13,15,6,499,694,0,195,73,27,1,0,0,0
3.15,124,46,105,10,8,8,394,545,0,270,76,21,0,1,0,0
3.25,180,71,128,26,7,6,589,787,0,225,72,31,0,0,1,0
2.98,145,65,239,22,12,10,588,805,0,225,75,30,1,0,0,0
3.9,71,36,79,8,6,4,249,346,0,235,77,15,0,0,1,0
4.76,34,18,28,6,1,1,102,144,2,190,75,4,1,0,0,0
